name,entry_id,icsd_id,composition_generic,unit_cell,sites
Ne,4698,24787,A,"[[2.2145, -2.2145, 0.0], [-2.2145, 0.0, -2.2145], [2.2145, 2.2145, 0.0]]",['Ne @ 0 0 0']
La,8130,43568,A,"[[2.113933, 2.113933, 2.113933], [2.113933, -2.113933, -2.113933], [-2.113933, 2.113933, -2.113933]]",['La @ 0 0 0']
Pr,8132,43570,A,"[[2.077907, 2.077907, 2.077907], [2.077907, -2.077907, -2.077907], [-2.077907, 2.077907, -2.077907]]",['Pr @ 0 0 0']
Kr,8203,43726,A,"[[2.776996, -2.776996, 0.0], [-2.776996, 0.0, -2.776996], [2.776996, 2.776996, 0.0]]",['Kr @ 0 0 0']
V,7503,41504,A,"[[1.890584, -1.890584, 0.0], [-1.890584, 0.0, -1.890584], [1.890584, 1.890584, 0.0]]",['V @ 0 0 0']
Rb,8533,44755,A,"[[2.818906, 2.818906, 2.818906], [2.818906, -2.818906, -2.818906], [-2.818906, 2.818906, -2.818906]]",['Rb @ 0 0 0']
Ta,7517,41520,A,"[[2.11, -2.11, 0.0], [-2.11, 0.0, -2.11], [2.11, 2.11, 0.0]]",['Ta @ 0 0 0']
V,8082,43420,A,"[[1.487624, 1.487624, -1.487624], [1.487624, -1.487624, 1.487624], [-1.487624, -1.487624, -1.487624]]",['V @ 0 0 0']
Ne,8086,43427,A,"[[2.2311, -2.2311, 0.0], [-2.2311, 0.0, -2.2311], [2.2311, 2.2311, 0.0]]",['Ne @ 0 0 0']
Al,8100,43492,A,"[[2.019908, -2.019908, 0.0], [-2.019908, 0.0, -2.019908], [2.019908, 2.019908, 0.0]]",['Al @ 0 0 0']
Ne,12054,65884,A,"[[1.779066, -1.779066, 0.0], [-1.779066, 0.0, -1.779066], [1.779066, 1.779066, 0.0]]",['Ne @ 0 0 0']
K,8500,44670,A,"[[2.619236, 2.619236, 2.619236], [2.619236, -2.619236, -2.619236], [-2.619236, 2.619236, -2.619236]]",['K @ 0 0 0']
Rh,7514,41516,A,"[[1.91227, -1.91227, 0.0], [-1.91227, 0.0, -1.91227], [1.91227, 1.91227, 0.0]]",['Rh @ 0 0 0']
Er,9566,53388,A,"[[1.972769, 1.972769, 1.972769], [1.972769, -1.972769, -1.972769], [-1.972769, 1.972769, -1.972769]]",['Er @ 0 0 0']
Zr,9320,52544,A,"[[1.786475, 1.786475, 1.786475], [1.786475, -1.786475, -1.786475], [-1.786475, 1.786475, -1.786475]]",['Zr @ 0 0 0']
Ho,10106,56227,A,"[[1.98, 1.98, -1.98], [-1.98, -1.98, -1.98], [-1.98, 1.98, 1.98]]",['Ho @ 0 0 0']
Lu,8586,44910,A,"[[1.944943, 1.944943, -1.944943], [1.944943, -1.944943, 1.944943], [-1.944943, -1.944943, -1.944943]]",['Lu @ 0 0 0']
Tb,17350,104193,A,"[[2.000961, 2.000961, 2.000961], [2.000961, -2.000961, -2.000961], [-2.000961, 2.000961, -2.000961]]",['Tb @ 0 0 0']
Ne,12055,65885,A,"[[1.722732, -1.722732, 0.0], [-1.722732, 0.0, -1.722732], [1.722732, 1.722732, 0.0]]",['Ne @ 0 0 0']
P,16720,98121,A,"[[2.442545, 0.0, 0.0], [0.0, 2.442545, 0.0], [0.0, 0.0, 2.442545]]",['P @ 0 0 0']
Ru,7513,41515,A,"[[1.903678, -1.903678, 0.0], [-1.903678, 0.0, -1.903678], [1.903678, 1.903678, 0.0]]",['Ru @ 0 0 0']
Ir,7521,41524,A,"[[1.933889, -1.933889, 0.0], [-1.933889, 0.0, -1.933889], [1.933889, 1.933889, 0.0]]",['Ir @ 0 0 0']
Gd,17319,104045,A,"[[2.011182, 2.011182, -2.011182], [2.011182, -2.011182, 2.011182], [-2.011182, -2.011182, -2.011182]]",['Gd @ 0 0 0']
Fe,22514,183262,A,"[[1.408362, 1.408362, 1.408362], [1.408362, -1.408362, -1.408362], [-1.408362, 1.408362, -1.408362]]",['Fe @ 0 0 0']
Ni,22516,183264,A,"[[1.395067, 1.395067, -1.395067], [1.395067, -1.395067, 1.395067], [-1.395067, -1.395067, -1.395067]]",['Ni @ 0 0 0']
Fe,7505,41506,A,"[[1.721189, -1.721189, 0.0], [-1.721189, 0.0, -1.721189], [1.721189, 1.721189, 0.0]]",['Fe @ 0 0 0']
Tc,7512,41514,A,"[[1.938246, -1.938246, 0.0], [-1.938246, 0.0, -1.938246], [1.938246, 1.938246, 0.0]]",['Tc @ 0 0 0']
Re,7519,41522,A,"[[1.955088, -1.955088, 0.0], [-1.955088, 0.0, -1.955088], [1.955088, 1.955088, 0.0]]",['Re @ 0 0 0']
Pt,7522,41525,A,"[[1.980658, -1.980658, 0.0], [-1.980658, 0.0, -1.980658], [1.980658, 1.980658, 0.0]]",['Pt @ 0 0 0']
YbSe,6321,33675,AB,"[[2.949803, -2.949803, 0.0], [-2.949803, 0.0, -2.949803], [2.949803, 2.949803, 0.0]]","['Se @ 0.5 0 0.5', 'Yb @ 0 0 0']"
SiP,5810,30334,AB,"[[2.654635, -2.654635, 0.0], [-2.654635, 0.0, -2.654635], [2.654635, 2.654635, 0.0]]","['P @ 0.75 0.5 0.25', 'Si @ 0 0 0']"
SmZn,18114,106066,AB,"[[3.63099, 0.0, 0.0], [0.0, 3.63099, 0.0], [0.0, 0.0, 3.63099]]","['Sm @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
SiC,22472,182362,AB,"[[2.025669, -2.025669, 0.0], [-2.025669, 0.0, -2.025669], [2.025669, 2.025669, 0.0]]","['C @ 0.5 0 0.5', 'Si @ 0 0 0']"
U,8391,44392,A,"[[1.711496, 1.711496, 1.711496], [1.711496, -1.711496, -1.711496], [-1.711496, 1.711496, -1.711496]]",['U @ 0 0 0']
Zr,7509,41511,A,"[[2.263224, -2.263224, 0.0], [-2.263224, 0.0, -2.263224], [2.263224, 2.263224, 0.0]]",['Zr @ 0 0 0']
Os,7520,41523,A,"[[1.928305, -1.928305, 0.0], [-1.928305, 0.0, -1.928305], [1.928305, 1.928305, 0.0]]",['Os @ 0 0 0']
ZnNi,17859,105469,AB,"[[2.735285, 0.0, 0.0], [0.0, 2.735285, 0.0], [0.0, 0.0, 3.202656]]","['Ni @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
TiAg,10676,58369,AB,"[[2.858117, 0.0, 0.0], [0.0, 2.858117, 0.0], [0.0, 0.0, 4.158994]]","['Ag @ 0 0 0', 'Ti @ 0.5 0.5 0.5']"
ZnNi,17860,105470,AB,"[[2.885519, 0.0, 0.0], [0.0, 2.885519, 0.0], [0.0, 0.0, 2.885519]]","['Ni @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
YbTe,6320,33674,AB,"[[3.174259, -3.174259, 0.0], [-3.174259, 0.0, -3.174259], [3.174259, 3.174259, 0.0]]","['Te @ 0.5 0 0.5', 'Yb @ 0 0 0']"
TmAg,10678,58372,AB,"[[3.5686, 0.0, 0.0], [0.0, 3.5686, 0.0], [0.0, 0.0, 3.5686]]","['Ag @ 0 0 0', 'Tm @ 0.5 0.5 0.5']"
UTe,17352,104195,AB,"[[3.744669, 0.0, 0.0], [0.0, 3.744669, 0.0], [0.0, 0.0, 3.744669]]","['Te @ 0.5 0.5 0.5', 'U @ 0 0 0']"
YAg,10681,58376,AB,"[[3.626804, 0.0, 0.0], [0.0, 3.626804, 0.0], [0.0, 0.0, 3.626804]]","['Ag @ 0 0 0', 'Y @ 0.5 0.5 0.5']"
LiBi,10937,58796,AB,"[[3.370293, 0.0, 0.0], [0.0, 3.370293, 0.0], [0.0, 0.0, 4.149514]]","['Bi @ 0 0 0', 'Li @ 0.5 0.5 0.5']"
TcB,21452,168900,AB,"[[2.728608, 0.0, 0.0], [0.0, 2.728608, 0.0], [0.0, 0.0, 2.728608]]","['B @ 0.5 0.5 0.5', 'Tc @ 0 0 0']"
LiTl,17610,104789,AB,"[[3.453126, 0.0, 0.0], [0.0, 3.453126, 0.0], [0.0, 0.0, 3.453126]]","['Li @ 0 0 0', 'Tl @ 0.5 0.5 0.5']"
YbAg,10683,58378,AB,"[[3.639014, 0.0, 0.0], [0.0, 3.639014, 0.0], [0.0, 0.0, 3.639014]]","['Ag @ 0 0 0', 'Yb @ 0.5 0.5 0.5']"
PrTl,18891,108699,AB,"[[3.913787, 0.0, 0.0], [0.0, 3.913787, 0.0], [0.0, 0.0, 3.913787]]","['Pr @ 0 0 0', 'Tl @ 0.5 0.5 0.5']"
LuMg,17612,104800,AB,"[[3.731025, 0.0, 0.0], [0.0, 3.731025, 0.0], [0.0, 0.0, 3.731025]]","['Lu @ 0 0 0', 'Mg @ 0.5 0.5 0.5']"
MnAu,19149,109348,AB,"[[3.213021, 0.0, 0.0], [0.0, 3.213021, 0.0], [0.0, 0.0, 3.213021]]","['Au @ 0 0 0', 'Mn @ 0.5 0.5 0.5']"
YbZn,17360,104206,AB,"[[3.586598, 0.0, 0.0], [0.0, 3.586598, 0.0], [0.0, 0.0, 3.586598]]","['Yb @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
SiC,4566,24217,AB,"[[2.185602, -2.185602, 0.0], [-2.185602, 0.0, -2.185602], [2.185602, 2.185602, 0.0]]","['C @ 0.75 0.5 0.25', 'Si @ 0 0 0']"
Yb,8134,43572,A,"[[2.090446, 2.090446, -2.090446], [2.090446, -2.090446, 2.090446], [-2.090446, -2.090446, -2.090446]]",['Yb @ 0 0 0']
Eu,8138,43578,A,"[[2.161074, 2.161074, 2.161074], [2.161074, -2.161074, -2.161074], [-2.161074, 2.161074, -2.161074]]",['Eu @ 0 0 0']
Sb,31044,651499,A,"[[3.107973, 0.0, 0.0], [0.0, 3.107973, 0.0], [0.0, 0.0, 3.107973]]",['Sb @ 0 0 0']
Yb,8144,43585,A,"[[2.640966, -2.640966, 0.0], [-2.640966, 0.0, -2.640966], [2.640966, 2.640966, 0.0]]",['Yb @ 0 0 0']
Sr,8520,44723,A,"[[2.361513, 2.361513, -2.361513], [-2.361513, -2.361513, -2.361513], [-2.361513, 2.361513, 2.361513]]",['Sr @ 0 0 0']
Gd,3925,20502,A,"[[2.530548, -2.530548, 0.0], [-2.530548, 0.0, -2.530548], [2.530548, 2.530548, 0.0]]",['Gd @ 0 0 0']
TaN,13761,76455,AB,"[[2.942986, 0.0, 0.0], [-1.471493, 2.548712, 0.0], [0.0, 0.0, 2.893291]]","['N @ 0 0 0', 'Ta @ 0.333 0.667 0.5']"
ErIr,30000,630713,AB,"[[3.385982, 0.0, 0.0], [0.0, 3.385982, 0.0], [0.0, 0.0, 3.385982]]","['Er @ 0 0 0', 'Ir @ 0.5 0.5 0.5']"
PrZn,18895,108706,AB,"[[3.699416, 0.0, 0.0], [0.0, 3.699416, 0.0], [0.0, 0.0, 3.699416]]","['Pr @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
Tm,8143,43584,A,"[[3.533279, 0.0, 0.0], [-1.766639, 3.059816, 0.0], [0.0, 0.0, 5.502834]]","['Tm @ 0.333 0.667 0.25', 'Tm @ 0.667 0.333 0.75']"
CaSe,7648,41957,AB,"[[2.968953, -2.968953, 0.0], [-2.968953, 0.0, -2.968953], [2.968953, 2.968953, 0.0]]","['Ca @ 0 0 0', 'Se @ 0.5 0 0.5']"
CaTe,7649,41958,AB,"[[3.195051, -3.195051, 0.0], [-3.195051, 0.0, -3.195051], [3.195051, 3.195051, 0.0]]","['Ca @ 0 0 0', 'Te @ 0.5 0 0.5']"
Ti,8390,44391,A,"[[1.614984, 1.614984, 1.614984], [1.614984, -1.614984, -1.614984], [-1.614984, 1.614984, -1.614984]]",['Ti @ 0 0 0']
Sb,9214,52198,A,"[[2.392585, -2.392585, 0.0], [-2.392585, 0.0, -2.392585], [2.392585, 2.392585, 0.0]]",['Sb @ 0 0 0']
Ne,12056,65886,A,"[[1.717757, -1.717757, 0.0], [-1.717757, 0.0, -1.717757], [1.717757, 1.717757, 0.0]]",['Ne @ 0 0 0']
Se,9277,52418,A,"[[2.822979, 0.0, 0.0], [0.0, 2.822979, 0.0], [0.0, 0.0, 2.822979]]",['Se @ 0 0 0']
Si,9287,52458,A,"[[1.932489, -1.932489, 0.0], [-1.932489, 0.0, -1.932489], [1.932489, 1.932489, 0.0]]",['Si @ 0 0 0']
CaPb,28966,619484,AB,"[[-2.545171, -2.545171, 0.0], [-2.545171, 2.545171, 0.0], [0.0, 0.0, -4.555874]]","['Ca @ 0 0 0', 'Pb @ 0.5 0.5 0.5']"
HPd,30508,638417,AB,"[[2.051559, -2.051559, 0.0], [-2.051559, 0.0, -2.051559], [2.051559, 2.051559, 0.0]]","['H @ 0 0 0', 'Pd @ 0.5 0 0.5']"
TiRh,31023,650489,AB,"[[-2.094871, -2.094871, 0.0], [-2.094871, 2.094871, 0.0], [0.0, 0.0, -3.375862]]","['Rh @ 0 0 0', 'Ti @ 0.5 0.5 0.5']"
VRh,31025,650518,AB,"[[-1.928028, -1.928028, 0.0], [-1.928028, 1.928028, 0.0], [0.0, 0.0, -3.634514]]","['Rh @ 0 0 0', 'V @ 0.5 0.5 0.5']"
CuAu,31283,658109,AB,"[[-2.008354, -2.008354, 0.0], [-2.008354, 2.008354, 0.0], [0.0, 0.0, -3.707075]]","['Au @ 0 0 0', 'Cu @ 0.5 0.5 0.5']"
NaBi,10944,58816,AB,"[[3.417929, 0.0, 0.0], [0.0, 3.417929, 0.0], [0.0, 0.0, 4.793829]]","['Bi @ 0 0 0', 'Na @ 0.5 0.5 0.5']"
ErMg,30004,630750,AB,"[[3.762328, 0.0, 0.0], [0.0, 3.762328, 0.0], [0.0, 0.0, 3.762328]]","['Er @ 0 0 0', 'Mg @ 0.5 0.5 0.5']"
SiRh,8386,44385,AB,"[[2.980893, 0.0, 0.0], [0.0, 2.980893, 0.0], [0.0, 0.0, 2.980893]]","['Rh @ 0 0 0', 'Si @ 0.5 0.5 0.5']"
Si,18984,109035,A,"[[2.650491, 0.0, 0.0], [-1.325245, 2.295392, 0.0], [0.0, 0.0, 2.474158]]",['Si @ 0 0 0']
Li,13862,76948,A,"[[2.083707, -2.083707, 0.0], [-2.083707, 0.0, -2.083707], [2.083707, 2.083707, 0.0]]",['Li @ 0 0 0']
P,20540,162242,A,"[[0.0, 0.0, -2.443815], [-1.719834, -1.736212, 0.0], [-1.719834, 1.736212, 0.0]]",['P @ 0 0 0']
P,20541,162243,A,"[[-2.443815, 0.0, 0.0], [0.0, 1.736212, 1.719834], [0.0, 1.736212, -1.719834]]",['P @ 0 0 0']
Na,8534,44757,A,"[[2.023211, 2.023211, 2.023211], [2.023211, -2.023211, -2.023211], [-2.023211, 2.023211, -2.023211]]",['Na @ 0 0 0']
Fe,8568,44863,A,"[[1.4091, 1.4091, 1.4091], [1.4091, -1.4091, -1.4091], [-1.4091, 1.4091, -1.4091]]",['Fe @ 0 0 0']
Np,13705,76262,A,"[[1.637617, 1.637617, 1.637617], [1.637617, -1.637617, -1.637617], [-1.637617, 1.637617, -1.637617]]",['Np @ 0 0 0']
Mg,8597,44924,A,"[[1.78726, 1.78726, 1.78726], [1.78726, -1.78726, -1.78726], [-1.78726, 1.78726, -1.78726]]",['Mg @ 0 0 0']
Li,17585,104737,A,"[[1.656079, 1.656079, -1.656079], [1.656079, -1.656079, 1.656079], [-1.656079, -1.656079, -1.656079]]",['Li @ 0 0 0']
MnAu,19150,109349,AB,"[[3.246105, 0.0, 0.0], [0.0, 3.246105, 0.0], [0.0, 0.0, 3.149087]]","['Au @ 0 0 0', 'Mn @ 0.5 0.5 0.5']"
VFe,30264,634034,AB,"[[2.867122, 0.0, 0.0], [0.0, 2.867122, 0.0], [0.0, 0.0, 2.867122]]","['Fe @ 0 0 0', 'V @ 0.5 0.5 0.5']"
TaRu,31032,650690,AB,"[[3.174323, 0.0, 0.0], [0.0, 3.174323, 0.0], [0.0, 0.0, 3.174323]]","['Ru @ 0 0 0', 'Ta @ 0.5 0.5 0.5']"
Ge,22272,181072,A,"[[1.683727, 1.683727, 1.683727], [1.683727, -1.683727, -1.683727], [-1.683727, 1.683727, -1.683727]]",['Ge @ 0 0 0']
Sb,18780,108182,A,"[[1.893544, 1.893544, 1.893544], [1.893544, -1.893544, -1.893544], [-1.893544, 1.893544, -1.893544]]",['Sb @ 0 0 0']
Th,13650,76038,A,"[[2.010428, 2.010428, 2.010428], [2.010428, -2.010428, -2.010428], [-2.010428, 2.010428, -2.010428]]",['Th @ 0 0 0']
Tm,9316,52526,A,"[[2.455897, -2.455897, 0.0], [-2.455897, 0.0, -2.455897], [2.455897, 2.455897, 0.0]]",['Tm @ 0 0 0']
H,5499,28340,A,"[[-1.109245, 1.109245, 0.0], [1.109245, 0.0, -1.109245], [-1.109245, -1.109245, 0.0]]",['H @ 0 0 0']
H,5517,28465,A,"[[0.880742, 0.880742, -0.880742], [0.880742, -0.880742, 0.880742], [-0.880742, -0.880742, -0.880742]]",['H @ 0 0 0']
TcB,21449,168895,AB,"[[2.881781, 0.0, 0.0], [-1.44089, 2.495747, 0.0], [0.0, 0.0, 2.933687]]","['B @ 0.667 0.333 0.5', 'Tc @ 0 0 0']"
HoAs,8118,43543,AB,"[[2.894571, -2.894571, 0.0], [-2.894571, 0.0, -2.894571], [2.894571, 2.894571, 0.0]]","['As @ 0.5 0 0.5', 'Ho @ 0 0 0']"
TcB,21453,168901,AB,"[[2.363006, -2.363006, 0.0], [-2.363006, 0.0, -2.363006], [2.363006, 2.363006, 0.0]]","['B @ 0.75 0.5 0.25', 'Tc @ 0 0 0']"
HoSe,8122,43547,AB,"[[2.85881, -2.85881, 0.0], [-2.85881, 0.0, -2.85881], [2.85881, 2.85881, 0.0]]","['Ho @ 0 0 0', 'Se @ 0.5 0 0.5']"
TlSn,18131,106090,AB,"[[3.574863, 0.0, 0.0], [0.0, 3.574863, 0.0], [0.0, 0.0, 4.492305]]","['Sn @ 0.5 0.5 0.5', 'Tl @ 0 0 0']"
LuPd,17621,104813,AB,"[[3.42381, 0.0, 0.0], [0.0, 3.42381, 0.0], [0.0, 0.0, 3.42381]]","['Lu @ 0 0 0', 'Pd @ 0.5 0.5 0.5']"
YbRh,18903,108726,AB,"[[3.337839, 0.0, 0.0], [0.0, 3.337839, 0.0], [0.0, 0.0, 3.337839]]","['Rh @ 0 0 0', 'Yb @ 0.5 0.5 0.5']"
YbRu,18904,108728,AB,"[[3.335137, 0.0, 0.0], [0.0, 3.335137, 0.0], [0.0, 0.0, 3.335137]]","['Ru @ 0 0 0', 'Yb @ 0.5 0.5 0.5']"
LuRh,17625,104821,AB,"[[3.343628, 0.0, 0.0], [0.0, 3.343628, 0.0], [0.0, 0.0, 3.343628]]","['Lu @ 0 0 0', 'Rh @ 0.5 0.5 0.5']"
AgI,20443,161582,AB,"[[3.834197, 0.0, 0.0], [0.0, 3.834197, 0.0], [0.0, 0.0, 3.834197]]","['Ag @ 0 0 0', 'I @ 0.5 0.5 0.5']"
LuRu,17627,104824,AB,"[[3.32539, 0.0, 0.0], [0.0, 3.32539, 0.0], [0.0, 0.0, 3.32539]]","['Lu @ 0 0 0', 'Ru @ 0.5 0.5 0.5']"
SrTl,18140,106110,AB,"[[4.060099, 0.0, 0.0], [0.0, 4.060099, 0.0], [0.0, 0.0, 4.060099]]","['Sr @ 0 0 0', 'Tl @ 0.5 0.5 0.5']"
Gd,8139,43579,A,"[[3.620265, 0.0, 0.0], [-1.810133, 3.135158, 0.0], [0.0, 0.0, 5.729343]]","['Gd @ 0.333 0.667 0.25', 'Gd @ 0.667 0.333 0.75']"
LuZn,17629,104830,AB,"[[3.483436, 0.0, 0.0], [0.0, 3.483436, 0.0], [0.0, 0.0, 3.483436]]","['Lu @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
NdMg,17630,104833,AB,"[[3.881, 0.0, 0.0], [0.0, 3.881, 0.0], [0.0, 0.0, 3.881]]","['Mg @ 0 0 0', 'Nd @ 0.5 0.5 0.5']"
Ho,8141,43582,A,"[[3.585814, 0.0, 0.0], [-1.792907, 3.105275, 0.0], [0.0, 0.0, 5.57557]]","['Ho @ 0.333 0.667 0.25', 'Ho @ 0.667 0.333 0.75']"
TiFe,19423,150938,AB,"[[2.943475, 0.0, 0.0], [0.0, 2.943475, 0.0], [0.0, 0.0, 2.943475]]","['Fe @ 0.5 0.5 0.5', 'Ti @ 0 0 0']"
ScN,22242,180830,AB,"[[2.775911, 0.0, 0.0], [0.0, 2.775911, 0.0], [0.0, 0.0, 2.775911]]","['N @ 0.5 0.5 0.5', 'Sc @ 0 0 0']"
NaH,6318,33670,AB,"[[2.350465, -2.350465, 0.0], [-2.350465, 0.0, -2.350465], [2.350465, 2.350465, 0.0]]","['H @ 0.5 0 0.5', 'Na @ 0 0 0']"
Tb,17349,104192,A,"[[3.617919, 0.0, 0.0], [-1.808959, 3.133087, 0.0], [0.0, 0.0, 5.684243]]","['Tb @ 0.333 0.667 0.25', 'Tb @ 0.667 0.333 0.75']"
PrZn,18896,108707,AB,"[[3.68524, 0.0, 0.0], [0.0, 3.68524, 0.0], [0.0, 0.0, 3.722176]]","['Pr @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
YbSn,18136,106104,AB,"[[3.452339, 0.0, 0.0], [0.0, 3.452339, 0.0], [0.0, 0.0, 4.521919]]","['Sn @ 0 0 0', 'Yb @ 0.5 0.5 0.5']"
NbRh,30785,645280,AB,"[[-2.029081, -2.029081, 0.0], [-2.029081, 2.029081, 0.0], [0.0, 0.0, -3.855376]]","['Nb @ 0 0 0', 'Rh @ 0.5 0.5 0.5']"
VOs,19422,150935,AB,"[[3.00931, 0.0, 0.0], [0.0, 3.00931, 0.0], [0.0, 0.0, 3.00931]]","['Os @ 0.5 0.5 0.5', 'V @ 0 0 0']"
Er,8142,43583,A,"[[3.561921, 0.0, 0.0], [-1.78096, 3.084614, 0.0], [0.0, 0.0, 5.540648]]","['Er @ 0.333 0.667 0.25', 'Er @ 0.667 0.333 0.75']"
ScP,22243,180832,AB,"[[3.274966, 0.0, 0.0], [0.0, 3.274966, 0.0], [0.0, 0.0, 3.274966]]","['P @ 0.5 0.5 0.5', 'Sc @ 0 0 0']"
LiBi,28740,616780,AB,"[[-2.382306, -2.382306, 0.0], [-2.382306, 2.382306, 0.0], [0.0, 0.0, -4.15778]]","['Bi @ 0 0 0', 'Li @ 0.5 0.5 0.5']"
CdAu,10705,58410,AB,"[[3.37164, 0.0, 0.0], [0.0, 3.37164, 0.0], [0.0, 0.0, 3.37164]]","['Au @ 0 0 0', 'Cd @ 0.5 0.5 0.5']"
TaTc,18145,106117,AB,"[[3.184409, 0.0, 0.0], [0.0, 3.184409, 0.0], [0.0, 0.0, 3.184409]]","['Ta @ 0 0 0', 'Tc @ 0.5 0.5 0.5']"
TiAl,27974,609534,AB,"[[1.993062, -1.993062, 0.0], [-1.993062, -1.993062, 0.0], [0.0, 0.0, -4.058998]]","['Al @ 0.5 0.5 0.5', 'Ti @ 0 0 0']"
Lu,8145,43586,A,"[[3.491774, 0.0, 0.0], [-1.745887, 3.023894, 0.0], [0.0, 0.0, 5.475441]]","['Lu @ 0.333 0.667 0.25', 'Lu @ 0.667 0.333 0.75']"
HfOs,17380,104252,AB,"[[3.25003, 0.0, 0.0], [0.0, 3.25003, 0.0], [0.0, 0.0, 3.25003]]","['Hf @ 0 0 0', 'Os @ 0.5 0.5 0.5']"
TbTl,18148,106129,AB,"[[3.783314, 0.0, 0.0], [0.0, 3.783314, 0.0], [0.0, 0.0, 3.783314]]","['Tb @ 0 0 0', 'Tl @ 0.5 0.5 0.5']"
NaBi,28744,616837,AB,"[[-2.41719, -2.41719, 0.0], [-2.41719, 2.41719, 0.0], [0.0, 0.0, -4.795237]]","['Bi @ 0 0 0', 'Na @ 0.5 0.5 0.5']"
TiHg,30536,639279,AB,"[[-2.140081, -2.140081, 0.0], [-2.140081, 2.140081, 0.0], [0.0, 0.0, -4.061686]]","['Hg @ 0 0 0', 'Ti @ 0.5 0.5 0.5']"
ErPd,30025,630924,AB,"[[3.463865, 0.0, 0.0], [0.0, 3.463865, 0.0], [0.0, 0.0, 3.463865]]","['Er @ 0 0 0', 'Pd @ 0.5 0.5 0.5']"
MgPd,17638,104847,AB,"[[3.160045, 0.0, 0.0], [0.0, 3.160045, 0.0], [0.0, 0.0, 3.160045]]","['Mg @ 0 0 0', 'Pd @ 0.5 0.5 0.5']"
CsAu,10711,58427,AB,"[[4.262, 0.0, 0.0], [0.0, 4.262, 0.0], [0.0, 0.0, 4.262]]","['Au @ 0 0 0', 'Cs @ 0.5 0.5 0.5']"
RbAu,10712,58428,AB,"[[4.104943, 0.0, 0.0], [0.0, 4.104943, 0.0], [0.0, 0.0, 4.104943]]","['Au @ 0 0 0', 'Rb @ 0.5 0.5 0.5']"
PrMg,17640,104851,AB,"[[3.915673, 0.0, 0.0], [0.0, 3.915673, 0.0], [0.0, 0.0, 3.915673]]","['Mg @ 0 0 0', 'Pr @ 0.5 0.5 0.5']"
TbZn,18152,106134,AB,"[[3.57931, 0.0, 0.0], [0.0, 3.57931, 0.0], [0.0, 0.0, 3.57931]]","['Tb @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
TbZn,18153,106136,AB,"[[3.576835, 0.0, 0.0], [0.0, 3.576835, 0.0], [0.0, 0.0, 3.563446]]","['Tb @ 0 0 0', 'Zn @ 0.5 0.5 0.5']"
HfRh,17386,104265,AB,"[[3.258885, 0.0, 0.0], [0.0, 3.258885, 0.0], [0.0, 0.0, 3.258885]]","['Hf @ 0 0 0', 'Rh @ 0.5 0.5 0.5']"
DyAu,10715,58439,AB,"[[3.580824, 0.0, 0.0], [0.0, 3.580824, 0.0], [0.0, 0.0, 3.580824]]","['Au @ 0 0 0', 'Dy @ 0.5 0.5 0.5']"
LuCd,29007,620119,AB,"[[3.652742, 0.0, 0.0], [0.0, 3.652742, 0.0], [0.0, 0.0, 3.652742]]","['Cd @ 0 0 0', 'Lu @ 0.5 0.5 0.5']"
CaCd,10972,58874,AB,"[[3.821882, 0.0, 0.0], [0.0, 3.821882, 0.0], [0.0, 0.0, 3.821882]]","['Ca @ 0 0 0', 'Cd @ 0.5 0.5 0.5']"
Tb,9301,52494,A,"[[2.511773, -2.511773, 0.0], [-2.511773, 0.0, -2.511773], [2.511773, 2.511773, 0.0]]",['Tb @ 0 0 0']
FePd,22248,180896,AB,"[[2.708642, 0.0, 0.0], [0.0, 2.708642, 0.0], [0.0, 0.0, 3.751837]]","['Fe @ 0 0 0', 'Pd @ 0.5 0.5 0.5']"
TiTc,18156,106142,AB,"[[3.098008, 0.0, 0.0], [0.0, 3.098008, 0.0], [0.0, 0.0, 3.098008]]","['Tc @ 0 0 0', 'Ti @ 0.5 0.5 0.5']"
HfRu,17389,104268,AB,"[[3.237282, 0.0, 0.0], [0.0, 3.237282, 0.0], [0.0, 0.0, 3.237282]]","['Hf @ 0 0 0', 'Ru @ 0.5 0.5 0.5']"
VTc,18157,106143,AB,"[[3.01461, 0.0, 0.0], [0.0, 3.01461, 0.0], [0.0, 0.0, 3.01461]]","['Tc @ 0 0 0', 'V @ 0.5 0.5 0.5']"
TbSb,8156,43602,AB,"[[3.109447, -3.109447, 0.0], [-3.109447, 0.0, -3.109447], [3.109447, 3.109447, 0.0]]","['Sb @ 0.5 0 0.5', 'Tb @ 0 0 0']"
MgRh,17646,104859,AB,"[[3.111298, 0.0, 0.0], [0.0, 3.111298, 0.0], [0.0, 0.0, 3.111298]]","['Mg @ 0 0 0', 'Rh @ 0.5 0.5 0.5']"
CeMg,20463,161740,AB,"[[3.94, 0.0, 0.0], [0.0, 3.94, 0.0], [0.0, 0.0, 3.94]]","['Ce @ 0.5 0.5 0.5', 'Mg @ 0 0 0']"
