name,entry_id,icsd_id,composition_generic,unit_cell,sites
SmAg2Ge2,20904,165008,AB2C2,"[[-4.284707, 0.0, 0.0], [0.0, -4.284707, 0.0], [2.142353, 2.142353, 5.563395]]","['Ag @ 0.75 0.25 0.5', 'Ag @ 0.25 0.75 0.5', 'Ge @ 0.61 0.61 0.219', 'Ge @ 0.39 0.39 0.781', 'Sm @ 0 0 0']"
LaFe2P2,30217,632411,AB2C2,"[[0.0, 3.813534, 0.0], [3.813534, 0.0, 0.0], [-1.906767, -1.906767, -5.420337]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'La @ 0 0 0', 'P @ 0.649 0.649 0.297', 'P @ 0.351 0.351 0.703']"
EuCd2As2,27146,422963,AB2C2,"[[4.46301, 8e-06, -8e-06], [-2.231497, 3.865067, 0.0], [-9e-06, -5e-06, 7.261478]]","['As @ 0.333 0.667 0.239', 'As @ 0.667 0.333 0.761', 'Cd @ 0.667 0.333 0.365', 'Cd @ 0.333 0.667 0.635', 'Eu @ 0 0 0']"
PrNi2Ge2,30474,637378,AB2C2,"[[-4.162471, 0.0, 0.0], [0.0, -4.162471, 0.0], [2.081235, 2.081235, 4.955852]]","['Ge @ 0.633 0.633 0.265', 'Ge @ 0.367 0.367 0.735', 'Ni @ 0.75 0.25 0.5', 'Ni @ 0.25 0.75 0.5', 'Pr @ 0 0 0']"
CeSi2Ag2,18343,106693,AB2C2,"[[-4.276872, 0.0, 0.0], [0.0, -4.276872, 0.0], [2.138436, 2.138436, 5.341706]]","['Ag @ 0.75 0.25 0.5', 'Ag @ 0.25 0.75 0.5', 'Ce @ 0 0 0', 'Si @ 0.61 0.61 0.219', 'Si @ 0.39 0.39 0.781']"
EuCd2Sb2,14237,78988,AB2C2,"[[4.731852, -3.8e-05, 4e-06], [-2.365959, 4.097961, 0.0], [9e-06, 5e-06, 7.662694]]","['Cd @ 0.667 0.333 0.366', 'Cd @ 0.333 0.667 0.634', 'Eu @ 0 0 0', 'Sb @ 0.333 0.667 0.24', 'Sb @ 0.667 0.333 0.76']"
PrSi2Ag2,18344,106694,AB2C2,"[[-4.251087, 0.0, 0.0], [0.0, -4.251087, 0.0], [2.125544, 2.125544, 5.351431]]","['Ag @ 0.75 0.25 0.5', 'Ag @ 0.25 0.75 0.5', 'Pr @ 0 0 0', 'Si @ 0.609 0.609 0.218', 'Si @ 0.391 0.391 0.782']"
Tb2AlNi2,27916,608886,AB2C2,"[[0.0, 0.0, 4.201168], [4.173834, 2.707014, -2.100584], [-4.173834, 2.707014, -2.100584]]","['Al @ 0 0 0', 'Ni @ 0.766 0.266 0.266', 'Ni @ 0.234 0.734 0.734', 'Tb @ 0.5 0.703 0.297', 'Tb @ 0.5 0.297 0.703']"
YbNi2Ge2,30477,637442,AB2C2,"[[0.0, -4.04157, 0.0], [-4.04157, 0.0, 0.0], [2.020785, 2.020785, -4.96891]]","['Ge @ 0.629 0.629 0.257', 'Ge @ 0.371 0.371 0.743', 'Ni @ 0.75 0.25 0.5', 'Ni @ 0.25 0.75 0.5', 'Yb @ 0 0 0']"
ThFe2Si2,12443,68209,AB2C2,"[[-4.036867, 0.0, 0.0], [0.0, -4.036867, 0.0], [2.018434, 2.018434, 4.79454]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'Si @ 0.637 0.637 0.275', 'Si @ 0.363 0.363 0.725', 'Th @ 0 0 0']"
SmSi2Ag2,18346,106696,AB2C2,"[[0.0, -4.19148, 0.0], [-4.19148, 0.0, 0.0], [2.09574, 2.09574, -5.360927]]","['Ag @ 0.75 0.25 0.5', 'Ag @ 0.25 0.75 0.5', 'Si @ 0.608 0.608 0.215', 'Si @ 0.392 0.392 0.785', 'Sm @ 0 0 0']"
EuSi2Ag2,18347,106697,AB2C2,"[[0.0, -4.324996, 0.0], [-4.324996, 0.0, 0.0], [2.162498, 2.162498, -5.212149]]","['Ag @ 0.75 0.25 0.5', 'Ag @ 0.25 0.75 0.5', 'Eu @ 0 0 0', 'Si @ 0.61 0.61 0.22', 'Si @ 0.39 0.39 0.78']"
DyP2Ru2,27357,602101,AB2C2,"[[0.0, -4.052347, 0.0], [-4.052347, 0.0, 0.0], [2.026173, 2.026173, -4.792667]]","['Dy @ 0 0 0', 'P @ 0.624 0.624 0.248', 'P @ 0.376 0.376 0.752', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5']"
Lu2AlNi2,27871,608388,AB2C2,"[[0.0, 0.0, 4.120393], [0.0, 5.313874, 0.0], [-4.06715, -2.656937, -2.060197]]","['Al @ 0 0 0', 'Lu @ 0.203 0.703 0.406', 'Lu @ 0.797 0.297 0.594', 'Ni @ 0.5 0.269 0', 'Ni @ 0.5 0.731 0']"
LuFe2Si2,30223,632475,AB2C2,"[[0.0, 3.903575, 0.0], [3.903575, 0.0, 0.0], [-1.951788, -1.951788, -4.727434]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'Lu @ 0 0 0', 'Si @ 0.631 0.631 0.261', 'Si @ 0.369 0.369 0.739']"
ThGe2Os2,30479,637475,AB2C2,"[[-4.306725, 0.0, 0.0], [0.0, -4.306725, 0.0], [2.153363, 2.153363, 5.007736]]","['Ge @ 0.628 0.628 0.256', 'Ge @ 0.372 0.372 0.744', 'Os @ 0.75 0.25 0.5', 'Os @ 0.25 0.75 0.5', 'Th @ 0 0 0']"
Ce2TeO2,15784,89558,AB2C2,"[[-4.114437, 0.0, 0.0], [0.0, -4.114437, 0.0], [2.057218, 2.057218, 6.515596]]","['Ce @ 0.658 0.658 0.316', 'Ce @ 0.342 0.342 0.684', 'O @ 0.75 0.25 0.5', 'O @ 0.25 0.75 0.5', 'Te @ 0 0 0']"
In2Au3,28176,612030,A2B3,"[[4.664416, 3.6e-05, -3.9e-05], [-2.332177, 4.039346, -1.4e-05], [-4.7e-05, -4.8e-05, 5.768328]]","['Au @ 0 0 0', 'Au @ 0.333 0.667 0.191', 'Au @ 0.667 0.333 0.809', 'In @ 0.667 0.333 0.323', 'In @ 0.333 0.667 0.677']"
CaCu2P2,7578,41756,AB2C2,"[[-4.00454, 0.0, 0.0], [0.0, -4.00454, 0.0], [2.00227, 2.00227, 4.867209]]","['Ca @ 0 0 0', 'Cu @ 0.75 0.25 0.5', 'Cu @ 0.25 0.75 0.5', 'P @ 0.618 0.618 0.237', 'P @ 0.382 0.382 0.763']"
Pr2TeO2,15785,89559,AB2C2,"[[0.0, -4.079098, 0.0], [-4.079098, 0.0, 0.0], [2.039549, 2.039549, -6.459287]]","['O @ 0.75 0.25 0.5', 'O @ 0.25 0.75 0.5', 'Pr @ 0.659 0.659 0.317', 'Pr @ 0.341 0.341 0.683', 'Te @ 0 0 0']"
Tm2AlNi2,27921,608919,AB2C2,"[[0.0, 0.0, 4.108118], [0.0, 5.495134, 0.0], [-4.079586, -2.747567, -2.054059]]","['Al @ 0 0 0', 'Ni @ 0.5 0.277 0', 'Ni @ 0.5 0.723 0', 'Tm @ 0.206 0.706 0.412', 'Tm @ 0.794 0.294 0.588']"
LuAg4,10654,58321,AB4,"[[0.0, 0.0, -4.159693], [3.35011, 3.35011, 2.079846], [3.35011, -3.35011, -2.079846]]","['Ag @ 0.599 0.401 0.203', 'Ag @ 0.198 0.797 0.401', 'Ag @ 0.802 0.203 0.599', 'Ag @ 0.401 0.599 0.797', 'Lu @ 0 0 0']"
PrGe2Rh2,30483,637613,AB2C2,"[[-4.192367, 0.0, 0.0], [0.0, -4.192367, 0.0], [2.096184, 2.096184, 5.294281]]","['Ge @ 0.625 0.625 0.25', 'Ge @ 0.375 0.375 0.75', 'Pr @ 0 0 0', 'Rh @ 0.75 0.25 0.5', 'Rh @ 0.25 0.75 0.5']"
La3AlC,10143,56395,ABC3,"[[5.196478, 0.0, 0.0], [0.0, 5.196478, 0.0], [0.0, 0.0, 5.196478]]","['Al @ 0 0 0', 'C @ 0.5 0.5 0.5', 'La @ 0.5 0.5 0', 'La @ 0.5 0 0.5', 'La @ 0 0.5 0.5']"
CaP2Ru2,11424,61125,AB2C2,"[[-4.076111, 0.0, 0.0], [0.0, -4.076111, 0.0], [2.038055, 2.038055, 4.902604]]","['Ca @ 0 0 0', 'P @ 0.632 0.632 0.264', 'P @ 0.368 0.368 0.736', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5']"
Gd2TeO2,15788,89563,AB2C2,"[[-3.949457, 0.0, 0.0], [0.0, -3.949457, 0.0], [1.974728, 1.974728, 6.256337]]","['Gd @ 0.661 0.661 0.322', 'Gd @ 0.339 0.339 0.678', 'O @ 0.75 0.25 0.5', 'O @ 0.25 0.75 0.5', 'Te @ 0 0 0']"
PrGe2Ru2,30484,637617,AB2C2,"[[-4.279776, 0.0, 0.0], [0.0, -4.279776, 0.0], [2.139888, 2.139888, 5.073631]]","['Ge @ 0.632 0.632 0.264', 'Ge @ 0.368 0.368 0.736', 'Pr @ 0 0 0', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5']"
EuP2Ru2,11425,61126,AB2C2,"[[-4.069832, 0.0, 0.0], [0.0, -4.069832, 0.0], [2.034916, 2.034916, 5.176279]]","['Eu @ 0 0 0', 'P @ 0.64 0.64 0.279', 'P @ 0.36 0.36 0.721', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5']"
Tb2TeO2,15789,89564,AB2C2,"[[0.0, 3.929387, 0.0], [3.929387, 0.0, 0.0], [-1.964694, -1.964694, -6.220643]]","['O @ 0.75 0.25 0.5', 'O @ 0.25 0.75 0.5', 'Tb @ 0.661 0.661 0.323', 'Tb @ 0.339 0.339 0.677', 'Te @ 0 0 0']"
NdFe2Si2,30229,632876,AB2C2,"[[-4.004112, 0.0, 0.0], [0.0, -4.004112, 0.0], [2.002056, 2.002056, 4.890964]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'Nd @ 0 0 0', 'Si @ 0.64 0.64 0.279', 'Si @ 0.36 0.36 0.721']"
Dy2TeO2,15790,89565,AB2C2,"[[0.0, -3.912339, 0.0], [-3.912339, 0.0, 0.0], [1.95617, 1.95617, -6.192566]]","['Dy @ 0.662 0.662 0.324', 'Dy @ 0.338 0.338 0.676', 'O @ 0.75 0.25 0.5', 'O @ 0.25 0.75 0.5', 'Te @ 0 0 0']"
CeAl4,10403,57556,AB4,"[[-4.321055, 0.0, 0.0], [0.0, -4.321055, 0.0], [2.160527, 2.160527, 5.678284]]","['Al @ 0.613 0.613 0.225', 'Al @ 0.75 0.25 0.5', 'Al @ 0.25 0.75 0.5', 'Al @ 0.387 0.387 0.775', 'Ce @ 0 0 0']"
Dy3InC,10147,56400,ABC3,"[[4.924381, 0.0, 0.0], [0.0, 4.924381, 0.0], [0.0, 0.0, 4.924381]]","['C @ 0.5 0.5 0.5', 'Dy @ 0.5 0.5 0', 'Dy @ 0.5 0 0.5', 'Dy @ 0 0.5 0.5', 'In @ 0 0 0']"
TmGe2Rh2,30489,637712,AB2C2,"[[-4.121554, 0.0, 0.0], [0.0, -4.121554, 0.0], [2.060777, 2.060777, 5.135645]]","['Ge @ 0.621 0.621 0.242', 'Ge @ 0.379 0.379 0.758', 'Rh @ 0.75 0.25 0.5', 'Rh @ 0.25 0.75 0.5', 'Tm @ 0 0 0']"
Li2PrP2,4254,23259,AB2C2,"[[4.166015, 5.4e-05, 6.7e-05], [-2.08296, 3.607793, 0.0], [0.000109, 6.3e-05, 6.812065]]","['Li @ 0.667 0.333 0.378', 'Li @ 0.333 0.667 0.622', 'P @ 0.333 0.667 0.247', 'P @ 0.667 0.333 0.753', 'Pr @ 0 0 0']"
La3TlC,10149,56402,ABC3,"[[5.238027, 0.0, 0.0], [0.0, 5.238027, 0.0], [0.0, 0.0, 5.238027]]","['C @ 0.5 0.5 0.5', 'La @ 0.5 0.5 0', 'La @ 0.5 0 0.5', 'La @ 0 0.5 0.5', 'Tl @ 0 0 0']"
UFe2P2,30234,633115,AB2C2,"[[-3.792356, 0.0, 0.0], [0.0, -3.792356, 0.0], [1.896178, 1.896178, 4.650066]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'P @ 0.624 0.624 0.248', 'P @ 0.376 0.376 0.752', 'U @ 0 0 0']"
Li2PrAs2,4255,23260,AB2C2,"[[4.286192, -0.000286, 0.000314], [-2.143343, 3.712379, 0.0], [0.000514, 0.000296, 7.002405]]","['As @ 0.333 0.667 0.248', 'As @ 0.667 0.333 0.752', 'Li @ 0.667 0.333 0.376', 'Li @ 0.333 0.667 0.624', 'Pr @ 0 0 0']"
EuNi2Ge2,15496,87254,AB2C2,"[[-4.130492, 0.0, 0.0], [0.0, -4.130492, 0.0], [2.065246, 2.065246, 5.011419]]","['Eu @ 0 0 0', 'Ge @ 0.634 0.634 0.268', 'Ge @ 0.366 0.366 0.732', 'Ni @ 0.75 0.25 0.5', 'Ni @ 0.25 0.75 0.5']"
SmGe2Ru2,30492,637749,AB2C2,"[[-4.284489, 0.0, 0.0], [0.0, -4.284489, 0.0], [2.142244, 2.142244, 4.994644]]","['Ge @ 0.632 0.632 0.264', 'Ge @ 0.368 0.368 0.736', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5', 'Sm @ 0 0 0']"
ThGe2Ru2,30493,637761,AB2C2,"[[-4.295014, 0.0, 0.0], [0.0, -4.295014, 0.0], [2.147507, 2.147507, 5.008685]]","['Ge @ 0.63 0.63 0.26', 'Ge @ 0.37 0.37 0.74', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5', 'Th @ 0 0 0']"
ScAg4,10666,58349,AB4,"[[0.0, 0.0, -4.088666], [3.303796, 3.303796, 2.044333], [3.303796, -3.303796, -2.044333]]","['Ag @ 0.6 0.4 0.2', 'Ag @ 0.2 0.8 0.4', 'Ag @ 0.8 0.2 0.6', 'Ag @ 0.4 0.6 0.8', 'Sc @ 0 0 0']"
Pr2O3,11434,61179,A2B3,"[[3.870927, -7.7e-05, 4.6e-05], [-1.935531, 3.352437, 0.0], [7e-05, 4.1e-05, 6.024327]]","['O @ 0 0 0', 'O @ 0.667 0.333 0.354', 'O @ 0.333 0.667 0.646', 'Pr @ 0.333 0.667 0.246', 'Pr @ 0.667 0.333 0.754']"
PrMn2Si2,12973,72476,AB2C2,"[[-3.976258, 0.0, 0.0], [0.0, -3.976258, 0.0], [1.988129, 1.988129, 5.265421]]","['Mn @ 0.75 0.25 0.5', 'Mn @ 0.25 0.75 0.5', 'Pr @ 0 0 0', 'Si @ 0.626 0.626 0.251', 'Si @ 0.374 0.374 0.749']"
Eu3InO,26141,415804,ABC3,"[[4.969482, 0.0, 1e-06], [0.0, 4.969483, 0.0], [1e-06, 0.0, 4.969487]]","['Eu @ 0.5 0.5 1', 'Eu @ 0.5 0 0.5', 'Eu @ 1 0.5 0.5', 'In @ 0 0 0', 'O @ 0.5 0.5 0.5']"
ErGe2Rh2,29982,630646,AB2C2,"[[0.0, -4.131991, 0.0], [-4.131991, 0.0, 0.0], [2.065996, 2.065996, -5.145795]]","['Er @ 0 0 0', 'Ge @ 0.621 0.621 0.242', 'Ge @ 0.379 0.379 0.758', 'Rh @ 0.75 0.25 0.5', 'Rh @ 0.25 0.75 0.5']"
TmGe2Ru2,30494,637763,AB2C2,"[[-4.249249, 0.0, 0.0], [0.0, -4.249249, 0.0], [2.124625, 2.124625, 4.895288]]","['Ge @ 0.629 0.629 0.258', 'Ge @ 0.371 0.371 0.742', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5', 'Tm @ 0 0 0']"
Ni4W,17851,105452,AB4,"[[0.0, 0.0, -3.540987], [2.85618, 2.85618, 1.770493], [2.85618, -2.85618, -1.770493]]","['Ni @ 0.6 0.4 0.2', 'Ni @ 0.2 0.8 0.4', 'Ni @ 0.8 0.2 0.6', 'Ni @ 0.4 0.6 0.8', 'W @ 0 0 0']"
BaCO3,20156,158390,ABC3,"[[-2.664504, 1.538353, 3.035112], [-2.664504, -1.538353, -3.035112], [0.0, -3.076704, 3.035112]]","['Ba @ 0.0243 0.976 0.0243', 'C @ 0.468 0.532 0.468', 'O @ 0.606 0.394 0.184', 'O @ 0.184 0.394 0.606', 'O @ 0.606 0.816 0.606']"
Rb2HgO2,4773,25514,AB2C2,"[[-4.112317, 0.0, 0.0], [0.0, -4.112317, 0.0], [2.056158, 2.056158, 7.175939]]","['Hg @ 0 0 0', 'O @ 0.139 0.139 0.278', 'O @ 0.861 0.861 0.722', 'Rb @ 0.667 0.667 0.334', 'Rb @ 0.333 0.333 0.666']"
SrMn2Sb2,7593,41790,AB2C2,"[[4.524636, -1.9e-05, -2.5e-05], [-2.262335, 3.918479, 0.0], [-5.2e-05, -3e-05, 7.820081]]","['Mn @ 0.667 0.333 0.38', 'Mn @ 0.333 0.667 0.62', 'Sb @ 0.333 0.667 0.268', 'Sb @ 0.667 0.333 0.732', 'Sr @ 0 0 0']"
La3PbC,10156,56409,ABC3,"[[5.235142, 0.0, 0.0], [0.0, 5.235142, 0.0], [0.0, 0.0, 5.235142]]","['C @ 0.5 0.5 0.5', 'La @ 0.5 0.5 0', 'La @ 0.5 0 0.5', 'La @ 0 0.5 0.5', 'Pb @ 0 0 0']"
ErGe2Ru2,29985,630652,AB2C2,"[[-4.247803, 0.0, 0.0], [0.0, -4.247803, 0.0], [2.123902, 2.123902, 4.921344]]","['Er @ 0 0 0', 'Ge @ 0.629 0.629 0.258', 'Ge @ 0.371 0.371 0.742', 'Ru @ 0.75 0.25 0.5', 'Ru @ 0.25 0.75 0.5']"
SmSi2Rh2,31009,650312,AB2C2,"[[-4.088193, 0.0, 0.0], [0.0, -4.088193, 0.0], [2.044096, 2.044096, 5.053172]]","['Rh @ 0.75 0.25 0.5', 'Rh @ 0.25 0.75 0.5', 'Si @ 0.623 0.623 0.246', 'Si @ 0.377 0.377 0.754', 'Sm @ 0 0 0']"
PrAl2Si2,19646,152800,AB2C2,"[[4.2414, -7.5e-05, 0.000209], [-2.120765, 3.673273, 0.0], [0.000343, 0.000198, 6.877763]]","['Al @ 0.667 0.333 0.36', 'Al @ 0.333 0.667 0.64', 'Pr @ 0 0 0', 'Si @ 0.333 0.667 0.27', 'Si @ 0.667 0.333 0.73']"
ThSi2Rh2,31010,650337,AB2C2,"[[-4.125664, 0.0, 0.0], [0.0, -4.125664, 0.0], [2.062832, 2.062832, 5.073986]]","['Rh @ 0.75 0.25 0.5', 'Rh @ 0.25 0.75 0.5', 'Si @ 0.621 0.621 0.242', 'Si @ 0.379 0.379 0.758', 'Th @ 0 0 0']"
CdCO3,6313,33662,ABC3,"[[3.705214, 1.626475, -1.608073], [-3.705214, 0.814714, -2.137186], [1.908262, 3.278857, 2.137186]]","['C @ 0.5 0.5 0.5', 'Cd @ 0 0 0', 'O @ 1 0.5 3.3e-07', 'O @ 1 8.71e-08 0.5', 'O @ 0.5 2.22e-06 1']"
PrFe2Ge2,18330,106643,AB2C2,"[[-4.045507, 0.0, 0.0], [0.0, -4.045507, 0.0], [2.022753, 2.022753, 5.394473]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'Ge @ 0.622 0.622 0.245', 'Ge @ 0.378 0.378 0.755', 'Pr @ 0 0 0']"
TbSi2Pt2,30974,649626,AB2C2,"[[-4.196375, 0.0, 0.0], [0.0, -4.196375, 0.0], [2.098188, 2.098188, 4.935745]]","['Pt @ 0.75 0.25 0.5', 'Pt @ 0.25 0.75 0.5', 'Si @ 0.618 0.618 0.237', 'Si @ 0.382 0.382 0.763', 'Tb @ 0 0 0']"
PrFe2Si2,18332,106663,AB2C2,"[[0.0, -4.022592, 0.0], [-4.022592, 0.0, 0.0], [2.011296, 2.011296, -4.893496]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'Pr @ 0 0 0', 'Si @ 0.641 0.641 0.281', 'Si @ 0.359 0.359 0.719']"
TlFe2S2,30243,633338,AB2C2,"[[-3.631642, 0.0, 0.0], [0.0, -3.631642, 0.0], [1.815821, 1.815821, 7.069101]]","['Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'S @ 0.645 0.645 0.29', 'S @ 0.355 0.355 0.71', 'Tl @ 0 0 0']"
YSi2Rh2,31011,650354,AB2C2,"[[-4.062676, 0.0, 0.0], [0.0, -4.062676, 0.0], [2.031338, 2.031338, 4.997544]]","['Rh @ 0.75 0.25 0.5', 'Rh @ 0.25 0.75 0.5', 'Si @ 0.621 0.621 0.243', 'Si @ 0.379 0.379 0.757', 'Y @ 0 0 0']"
KBrO3,6314,33663,ABC3,"[[4.340297, -0.000682, -0.000639], [0.302084, 4.329772, -0.000639], [0.302084, 0.281698, 4.320598]]","['Br @ 0.505 0.505 0.505', 'K @ 0.0264 0.0264 0.0264', 'O @ 0.568 0.568 0.118', 'O @ 0.568 0.118 0.568', 'O @ 0.118 0.568 0.568']"
Rb2PtC2,16316,94395,AB2C2,"[[5.412046, 5.1e-05, -1.5e-05], [-2.705979, 4.686893, 0.0], [-1.5e-05, -8e-06, 5.25158]]","['C @ 4.29e-06 2.78e-06 0.378', 'C @ 1 1 0.622', 'Pt @ 0 0 0', 'Rb @ 0.333 0.667 0.276', 'Rb @ 0.667 0.333 0.724']"
Sr2ZnN2,14518,80376,AB2C2,"[[-3.851415, 0.0, 0.0], [0.0, -3.851415, 0.0], [1.925708, 1.925708, 6.405498]]","['N @ 0.144 0.144 0.288', 'N @ 0.856 0.856 0.712', 'Sr @ 0.659 0.659 0.318', 'Sr @ 0.341 0.341 0.682', 'Zn @ 0 0 0']"
YbNi5,17858,105467,AB5,"[[4.830653, 2.1e-05, 0.0], [-2.415309, 4.183479, 0.0], [0.0, 0.0, 3.940524]]","['Ni @ 0.667 0.333 0', 'Ni @ 0.333 0.667 0', 'Ni @ 0.5 2.27e-06 0.5', 'Ni @ 0.5 0.5 0.5', 'Ni @ 4.26e-06 0.5 0.5', 'Yb @ 4.46e-06 4.78e-06 0']"
YbSnHg,27430,602718,ABC,"[[4.838853, 0.0, 0.0], [-2.419426, 4.190407, 0.0], [0.0, 0.0, 7.69712]]","['Hg @ 0.333 0.667 0.0621', 'Hg @ 0.667 0.333 0.562', 'Sn @ 0.333 0.667 0.46', 'Sn @ 0.667 0.333 0.96', 'Yb @ 1 1 0.248', 'Yb @ 1.19e-06 2.39e-06 0.748']"
TmNi4Au,28198,612231,ABC4,"[[3.461694, -3.461694, 0.0], [-3.461694, 0.0, -3.461694], [3.461694, 3.461694, 0.0]]","['Au @ 0.75 0.5 0.25', 'Ni @ 0.375 0.751 0.126', 'Ni @ 0.375 0.249 0.625', 'Ni @ 0.375 0.751 0.625', 'Ni @ 0.874 0.249 0.625', 'Tm @ 0 0 0']"
SmZn2,18115,106067,AB2,"[[-4.555928, 0.0, 0.0], [-2.277964, -3.648567, 3.772376], [2.277964, 3.648567, 3.772376]]","['Sm @ 0.75 0.714 0.214', 'Sm @ 0.25 0.286 0.786', 'Zn @ 0.0517 0.114 0.217', 'Zn @ 0.552 0.283 0.386', 'Zn @ 0.448 0.717 0.614', 'Zn @ 0.948 0.886 0.783']"
LaMgNi4,18627,107420,ABC4,"[[3.564175, -3.564175, 0.0], [-3.564175, 0.0, -3.564175], [3.564175, 3.564175, 0.0]]","['La @ 0 0 0', 'Mg @ 0.75 0.5 0.25', 'Ni @ 0.377 0.754 0.13', 'Ni @ 0.87 0.246 0.623', 'Ni @ 0.377 0.246 0.623', 'Ni @ 0.377 0.754 0.623']"
Ta2N3F,22471,182353,AB2C3,"[[5.353267, -0.000127, 0.0], [-2.676743, 4.636002, 0.0], [0.0, 0.0, 2.785843]]","['F @ 1 1 0', 'N @ 0.5 2.23e-05 0', 'N @ 0.5 0.5 0', 'N @ 2.35e-05 0.5 0', 'Ta @ 0.667 0.333 0.5', 'Ta @ 0.333 0.667 0.5']"
YNi4Au,28199,612233,ABC4,"[[3.489262, -3.489262, 0.0], [-3.489262, 0.0, -3.489262], [3.489262, 3.489262, 0.0]]","['Au @ 0.75 0.5 0.25', 'Ni @ 0.376 0.752 0.128', 'Ni @ 0.376 0.248 0.624', 'Ni @ 0.872 0.248 0.624', 'Ni @ 0.376 0.752 0.624', 'Y @ 0 0 0']"
MnSn2,30759,643737,AB2,"[[0.0, 0.0, -5.407898], [3.310498, 3.310498, 2.703949], [3.310498, -3.310498, -2.703949]]","['Mn @ 0.25 0 0', 'Mn @ 0.75 0 0', 'Sn @ 0.164 0.5 0.171', 'Sn @ 0.336 0.171 0.5', 'Sn @ 0.664 0.829 0.5', 'Sn @ 0.836 0.5 0.829']"
LiSn,17604,104782,AB,"[[5.135834, 0.0, -0.045869], [0.0, 3.191128, 0.0], [-1.99206, 0.0, 7.466324]]","['Li @ 0.5 0.5 6.08e-07', 'Li @ 0.267 0.5 0.332', 'Li @ 0.733 0.5 0.668', 'Sn @ 0 0 0', 'Sn @ 0.757 0 0.338', 'Sn @ 0.243 0 0.662']"
SmZn5,18116,106068,AB5,"[[5.337886, 3e-06, 0.0], [-2.668941, 4.622746, 0.0], [0.0, 0.0, 4.215009]]","['Sm @ 1.1e-05 1.08e-05 0', 'Zn @ 0.667 0.333 0', 'Zn @ 0.333 0.667 0', 'Zn @ 0.5 6.17e-06 0.5', 'Zn @ 0.5 0.5 0.5', 'Zn @ 4.6e-06 0.5 0.5']"
CeMgNi4,18628,107421,ABC4,"[[3.552229, -3.552229, 0.0], [-3.552229, 0.0, -3.552229], [3.552229, 3.552229, 0.0]]","['Ce @ 0 0 0', 'Mg @ 0.75 0.5 0.25', 'Ni @ 0.377 0.754 0.13', 'Ni @ 0.377 0.246 0.623', 'Ni @ 0.377 0.754 0.623', 'Ni @ 0.87 0.246 0.623']"
TiAlPt,20678,163350,ABC,"[[4.434597, 0.0, 0.0], [-2.217299, 3.840266, 0.0], [0.0, 0.0, 5.425412]]","['Al @ 0.333 0.667 0.25', 'Al @ 0.667 0.333 0.75', 'Pt @ 0.667 0.333 0.25', 'Pt @ 0.333 0.667 0.75', 'Ti @ 0 0 0', 'Ti @ 0 0 0.5']"
CaSnHg,27432,602726,ABC,"[[4.86626, 0.0, 0.0], [-2.43313, 4.214245, 0.0], [0.0, 0.0, 7.778198]]","['Ca @ 1.31e-05 2.61e-05 0.25', 'Ca @ 1 1 0.75', 'Hg @ 0.333 0.667 0.0621', 'Hg @ 0.667 0.333 0.562', 'Sn @ 0.333 0.667 0.463', 'Sn @ 0.667 0.333 0.963']"
YbNi4Au,28200,612234,ABC4,"[[3.455033, -3.455033, 0.0], [-3.455033, 0.0, -3.455033], [3.455033, 3.455033, 0.0]]","['Au @ 0.75 0.5 0.25', 'Ni @ 0.375 0.75 0.125', 'Ni @ 0.875 0.25 0.625', 'Ni @ 0.375 0.25 0.625', 'Ni @ 0.375 0.75 0.625', 'Yb @ 0 0 0']"
La2TeO2,5206,27004,AB2C2,"[[-4.110641, 0.0, 0.0], [0.0, -4.110641, 0.0], [2.05532, 2.05532, 6.523966]]","['La @ 0.658 0.658 0.316', 'La @ 0.342 0.342 0.684', 'O @ 0.75 0.25 0.5', 'O @ 0.25 0.75 0.5', 'Te @ 0 0 0']"
SrFe2As2,20654,163208,AB2C2,"[[-2.791869, 2.787377, 0.0], [2.791869, 2.787377, 0.0], [0.0, -2.787377, -5.841865]]","['As @ 0.647 0.647 0.294', 'As @ 0.353 0.353 0.706', 'Fe @ 0.75 0.25 0.5', 'Fe @ 0.25 0.75 0.5', 'Sr @ 0 0 0']"
