name,entry_id,icsd_id,composition_generic,unit_cell,sites,metals,oxstate_label
TbSbPt,14055,77950,ABC,"[[-3.304219, 3.304219, 0.0], [3.304219, 0.0, -3.304219], [-3.304219, -3.304219, 0.0]]","['Pt @ 0.75 0.5 0.25', 'Sb @ 0 0 0', 'Tb @ 0.5 0 0.5']","['Tb', 'Pt']","{'Tb': 3.0, 'Pt': -2.0}"
KZnSb,8505,44680,ABC,"[[4.554155, 0.0, 0.0], [-2.277078, 3.943982, 0.0], [0.0, 0.0, 5.357519]]","['K @ 0 0 0', 'Sb @ 0.667 0.333 0.5', 'Zn @ 0.333 0.667 0.5']","['K', 'Zn']","{'K': 1.0, 'Zn': 2.0}"
B2W,8474,44601,AB2,"[[3.027904, 5e-06, 0.0], [-1.513948, 2.622245, 0.0], [0.0, 0.0, 3.357482]]","['B @ 0.667 0.333 0.5', 'B @ 0.333 0.667 0.5', 'W @ 0 0 0']",['W'],{'W': 6.0}
MoS2,5068,26622,AB2,"[[-1.586627, 2.748119, 0.0], [3.173254, 0.0, 0.0], [1.586627, -0.91604, -6.298624]]","['Mo @ 0 0 0', 'S @ 0.751 0.249 0.254', 'S @ 0.249 0.751 0.746']",['Mo'],{'Mo': 4.0}
ZrAu2,28235,612510,AB2,"[[-3.572666, 0.0, 0.0], [0.0, -3.572666, 0.0], [1.786333, 1.786333, 4.417518]]","['Au @ 0.668 0.668 0.337', 'Au @ 0.332 0.332 0.663', 'Zr @ 0 0 0']","['Zr', 'Au']","{'Zr': 2.0, 'Au': -1.0}"
Te2Ir,6396,33934,AB2,"[[3.965962, 6.1e-05, 7.6e-05], [-1.982929, 3.434533, 0.0], [0.000105, 6e-05, 5.438963]]","['Ir @ 0 0 0', 'Te @ 0.667 0.333 0.254', 'Te @ 0.333 0.667 0.746']",['Ir'],{'Ir': 4.0}
Ti2Zn,31109,653304,AB2,"[[-3.014732, 0.0, 0.0], [0.0, -3.014732, 0.0], [1.507366, 1.507366, 5.322848]]","['Ti @ 0.666 0.666 0.331', 'Ti @ 0.334 0.334 0.669', 'Zn @ 0 0 0']","['Ti', 'Zn']","{'Ti': 3, 'Zn': 2}"
MnTe,13700,76240,AB,"[[2.861185, -2.861185, 0.0], [-2.861185, 0.0, -2.861185], [2.861185, 2.861185, 0.0]]","['Mn @ 0 0 0', 'Te @ 0.5 0 0.5']",['Mn'],{'Mn': 2.0}
CrO,19121,109296,AB,"[[2.200743, -2.200743, 0.0], [-2.200743, 0.0, -2.200743], [2.200743, 2.200743, 0.0]]","['Cr @ 0 0 0', 'O @ 0.5 0 0.5']",['Cr'],{'Cr': 2.0}
CsF,8354,44288,AB,"[[2.951984, -2.951984, 0.0], [-2.951984, 0.0, -2.951984], [2.951984, 2.951984, 0.0]]","['Cs @ 0 0 0', 'F @ 0.5 0 0.5']",['Cs'],{'Cs': 1.0}
Si2Mo,17715,105092,AB2,"[[-3.217575, 0.0, 0.0], [0.0, -3.217575, 0.0], [1.608787, 1.608787, 3.935164]]","['Mo @ 0 0 0', 'Si @ 0.665 0.665 0.33', 'Si @ 0.335 0.335 0.67']",['Mo'],{'Mo': 4}
HfS2,30523,638851,AB2,"[[3.637989, -0.00017, 0.000124], [-1.819142, 3.150846, 0.0], [0.00021, 0.000121, 6.076964]]","['Hf @ 0 0 0', 'S @ 0.333 0.667 0.238', 'S @ 0.667 0.333 0.762']",['Hf'],{'Hf': 4.0}
TaS2,31036,651086,AB2,"[[6.455256, 0.001941, 0.001175], [5.581225, 3.243497, 0.001175], [5.581225, 1.504885, 2.873255]]","['S @ 0.25 0.25 0.25', 'S @ 0.75 0.75 0.75', 'Ta @ 0 0 0']",['Ta'],{'Ta': 4.0}
SnSe2,8151,43594,AB2,"[[3.880535, 2.1e-05, -0.000124], [-1.940249, 3.36061, 0.0], [-0.0002, -0.000115, 6.296204]]","['Se @ 0.333 0.667 0.253', 'Se @ 0.667 0.333 0.747', 'Sn @ 0 0 0']",['Sn'],{'Sn': 4.0}
V2H,31133,653722,AB2,"[[2.2162, -1.46724, -0.033251], [2.2162, 1.46724, -0.033251], [-0.491597, 0.0, 4.377429]]","['H @ 0.75 0.75 0.25', 'V @ 0.0205 0.0205 0.979', 'V @ 0.479 0.479 0.521']",['V'],{'V': 3}
TiSe2,5145,26862,AB2,"[[3.517227, 3.2e-05, -0.000195], [-1.758586, 3.04596, 0.0], [-0.00033, -0.00019, 6.146489]]","['Se @ 0.333 0.667 0.253', 'Se @ 0.667 0.333 0.747', 'Ti @ 0 0 0']",['Ti'],{'Ti': 4.0}
ZnBr2,4880,26080,AB2,"[[6.85736, 0.129745, 0.079678], [5.736, 3.760123, 0.079678], [5.736, 1.77175, 3.317494]]","['Br @ 0.257 0.257 0.257', 'Br @ 0.743 0.743 0.743', 'Zn @ 0 0 0']",['Zn'],{'Zn': 2.0}
NbAu2,10788,58558,AB2,"[[4.67387, -5.5e-05, 0.0], [-2.336982, 4.047663, 0.0], [0.0, 0.0, 2.758238]]","['Au @ 0.667 0.333 0.5', 'Au @ 0.333 0.667 0.5', 'Nb @ 0 0 0']","['Nb', 'Au']","{'Nb': 2.0, 'Au': -1.0}"
CdI2,8222,43852,AB2,"[[4.289909, 4e-06, -3.8e-05], [-2.144951, 3.715164, 0.0], [-6.1e-05, -3.5e-05, 6.942523]]","['Cd @ 0 0 0', 'I @ 0.333 0.667 0.25', 'I @ 0.667 0.333 0.75']",['Cd'],{'Cd': 2.0}
VNiSb,13819,76702,ABC,"[[-2.935896, 2.935896, 0.0], [2.935896, 0.0, -2.935896], [-2.935896, -2.935896, 0.0]]","['Ni @ 0.75 0.5 0.25', 'Sb @ 0.5 0 0.5', 'V @ 0 0 0']","['V', 'Ni']","{'V': 2.0, 'Ni': 1.0}"
PdO,13989,77650,AB,"[[2.256552, -2.256552, 0.0], [-2.256552, 0.0, -2.256552], [2.256552, 2.256552, 0.0]]","['O @ 0.5 0 0.5', 'Pd @ 0 0 0']",['Pd'],{'Pd': 2.0}
K2O,8501,44674,AB2,"[[3.187882, -3.187882, 0.0], [-3.187882, 0.0, -3.187882], [3.187882, 3.187882, 0.0]]","['K @ 0.75 0.5 0.25', 'K @ 0.25 0.5 0.75', 'O @ 0 0 0']",['K'],{'K': 1.0}
MnBr2,12315,67500,AB2,"[[-3.885761, 0.0, 0.0], [1.942881, -3.365168, 0.0], [-1.942881, 1.121722, 6.352766]]","['Br @ 0.254 0.746 0.237', 'Br @ 0.746 0.254 0.763', 'Mn @ 0 0 0']",['Mn'],{'Mn': 2.0}
SrN2,25430,411556,AB2,"[[-3.787322, 0.0, 0.0], [0.0, -3.787322, 0.0], [1.893661, 1.893661, 3.131211]]","['N @ 0.6 0.6 0.201', 'N @ 0.4 0.4 0.799', 'Sr @ 0 0 0']",['Sr'],{'Sr': 2.0}
NbS2,7680,42099,AB2,"[[-1.672462, 2.896788, 0.0], [3.344923, 0.0, 0.0], [1.672462, -0.965596, -6.019644]]","['Nb @ 0.00011 1 0.000331', 'S @ 0.754 0.246 0.261', 'S @ 0.58 0.42 0.739']",['Nb'],{'Nb': 4.0}
FeCl2,2349,4059,AB2,"[[-1.752732, 3.03582, 0.0], [3.505463, 0.0, 0.0], [1.752732, -1.01194, -5.934561]]","['Cl @ 0.745 0.255 0.235', 'Cl @ 0.255 0.745 0.765', 'Fe @ 0 0 0']",['Fe'],{'Fe': 2.0}
UN2,4569,24222,AB2,"[[2.629006, -2.629006, 0.0], [-2.629006, 0.0, -2.629006], [2.629006, 2.629006, 0.0]]","['N @ 0.75 0.5 0.25', 'N @ 0.25 0.5 0.75', 'U @ 0 0 0']",['U'],{'U': 6.0}
TaSe2,31059,651958,AB2,"[[3.485496, 2e-05, -0.000138], [-1.742731, 3.018498, 0.0], [-0.000238, -0.000137, 6.473856]]","['Se @ 0.333 0.667 0.257', 'Se @ 0.667 0.333 0.743', 'Ta @ 0 0 0']",['Ta'],{'Ta': 4.0}
PbI2,4583,24265,AB2,"[[2.310046, -4.001116, 0.0], [2.310046, 4.001116, 0.0], [-2.310046, 1.333706, 7.086053]]","['I @ 0.511 0.755 0.266', 'I @ 0.489 0.245 0.734', 'Pb @ 0 0 0']",['Pb'],{'Pb': 2.0}
TiNiSb,13817,76699,ABC,"[[-2.964305, 2.964305, 0.0], [2.964305, 0.0, -2.964305], [-2.964305, -2.964305, 0.0]]","['Ni @ 0.75 0.5 0.25', 'Sb @ 0.5 0 0.5', 'Ti @ 0 0 0']","['Ti', 'Ni']","{'Ti': 2.0, 'Ni': 1.0}"
NiBr2,4090,22106,AB2,"[[-1.840321, 3.187529, 0.0], [3.680641, 0.0, 0.0], [1.840321, -1.06251, -6.251785]]","['Br @ 0.741 0.259 0.223', 'Br @ 0.259 0.741 0.777', 'Ni @ 0 0 0']",['Ni'],{'Ni': 2.0}
Na2Te,11318,60437,AB2,"[[3.619373, -3.619373, 0.0], [-3.619373, 0.0, -3.619373], [3.619373, 3.619373, 0.0]]","['Na @ 0.75 0.5 0.25', 'Na @ 0.25 0.5 0.75', 'Te @ 0 0 0']",['Na'],{'Na': 1.0}
Mn2Au,10783,58548,AB2,"[[-3.183408, 0.0, 0.0], [0.0, -3.183408, 0.0], [1.591704, 1.591704, 4.526303]]","['Au @ 0 0 0', 'Mn @ 0.671 0.671 0.341', 'Mn @ 0.329 0.329 0.659']","['Mn', 'Au']","{'Mn': 2, 'Au': 1}"
Nb2C,8181,43670,AB2,"[[3.145286, -1e-06, -4.8e-05], [-1.572644, 2.723899, 0.0], [-7.5e-05, -4.4e-05, 4.996485]]","['C @ 0 0 0', 'Nb @ 0.333 0.667 0.251', 'Nb @ 0.667 0.333 0.749']",['Nb'],{'Nb': 2.0}
MoSe2,3637,16948,AB2,"[[-1.665224, 2.884253, 0.0], [3.330381, -3.9e-05, 9.4e-05], [-1.665364, -0.961499, -6.6057]]","['Mo @ 0.667 0.334 0.000303', 'Se @ 0.418 0.835 0.253', 'Se @ 0.249 0.498 0.748']",['Mo'],{'Mo': 4.0}
Na2S,10058,56024,AB2,"[[3.265385, -3.265385, 0.0], [-3.265385, 0.0, -3.265385], [3.265385, 3.265385, 0.0]]","['Na @ 0.75 0.5 0.25', 'Na @ 0.25 0.5 0.75', 'S @ 0 0 0']",['Na'],{'Na': 1.0}
ScH2,20830,164601,AB2,"[[2.364709, -2.364709, 0.0], [-2.364709, 0.0, -2.364709], [2.364709, 2.364709, 0.0]]","['H @ 0.75 0.5 0.25', 'H @ 0.25 0.5 0.75', 'Sc @ 0 0 0']",['Sc'],{'Sc': 2.0}
PtSe2,7473,41374,AB2,"[[3.778914, 4.3e-05, -7.9e-05], [-1.88942, 3.272571, 0.0], [-0.000107, -6.2e-05, 5.128734]]","['Pt @ 0 0 0', 'Se @ 0.333 0.667 0.252', 'Se @ 0.667 0.333 0.748']",['Pt'],{'Pt': 4.0}
NbSe2,13789,76576,AB2,"[[3.479649, 2.1e-05, -0.00014], [-1.739807, 3.013434, 0.0], [-0.000243, -0.00014, 6.534614]]","['Nb @ 0 0 0', 'Se @ 0.333 0.667 0.257', 'Se @ 0.667 0.333 0.743']",['Nb'],{'Nb': 4.0}
TbC2,13374,74669,AB2,"[[-3.688742, 0.0, 0.0], [0.0, -3.688742, 0.0], [1.844371, 1.844371, 3.11424]]","['C @ 0.605 0.605 0.209', 'C @ 0.395 0.395 0.791', 'Tb @ 0 0 0']",['Tb'],{'Tb': 4.0}
K2Se,11319,60440,AB2,"[[3.864645, -3.864645, 0.0], [-3.864645, 0.0, -3.864645], [3.864645, 3.864645, 0.0]]","['K @ 0.75 0.5 0.25', 'K @ 0.25 0.5 0.75', 'Se @ 0 0 0']",['K'],{'K': 1.0}
MnAu2,10784,58549,AB2,"[[-3.393312, 0.0, 0.0], [0.0, -3.393312, 0.0], [1.696656, 1.696656, 4.393933]]","['Au @ 0.66 0.66 0.32', 'Au @ 0.34 0.34 0.68', 'Mn @ 0 0 0']","['Mn', 'Au']","{'Mn': 2.0, 'Au': -1.0}"
MgCl2,4898,26157,AB2,"[[-1.821383, 3.154727, 0.0], [3.642765, 0.0, 0.0], [1.821383, -1.051576, -5.961075]]","['Cl @ 0.743 0.257 0.229', 'Cl @ 0.257 0.743 0.771', 'Mg @ 0 0 0']",['Mg'],{'Mg': 2.0}
V2H,11326,60512,AB2,"[[-2.211275, -1.467292, 0.036456], [-2.211275, 1.467292, 0.036456], [0.48293, 0.0, -4.396483]]","['H @ 0.989 0.989 0.51', 'V @ 0.26 0.26 0.24', 'V @ 0.72 0.72 0.782']",['V'],{'V': 3}
TiBr2,4879,26078,AB2,"[[3.693545, 5e-06, -0.000148], [-1.846768, 3.198696, 0.0], [-0.00027, -0.000156, 6.504758]]","['Br @ 0.333 0.667 0.246', 'Br @ 0.667 0.333 0.754', 'Ti @ 0 0 0']",['Ti'],{'Ti': 2.0}
Li2Te,11316,60434,AB2,"[[3.2172, -3.2172, 0.0], [-3.2172, 0.0, -3.2172], [3.2172, 3.2172, 0.0]]","['Li @ 0.75 0.5 0.25', 'Li @ 0.25 0.5 0.75', 'Te @ 0 0 0']",['Li'],{'Li': 1.0}
UC2,6104,31761,AB2,"[[-3.513418, 0.0, 0.0], [0.0, -3.513418, 0.0], [1.756709, 1.756709, 2.979392]]","['C @ 0.616 0.616 0.232', 'C @ 0.384 0.384 0.768', 'U @ 0 0 0']",['U'],{'U': 6.0}
VS2,15433,86519,AB2,"[[3.170588, 1.8e-05, -0.000182], [-1.585279, 2.745784, 0.0], [-0.000319, -0.000184, 5.881378]]","['S @ 0.333 0.667 0.249', 'S @ 0.667 0.333 0.751', 'V @ 0 0 0']",['V'],{'V': 4.0}
Li2O,4179,22402,AB2,"[[2.296064, -2.296064, 0.0], [-2.296064, 0.0, -2.296064], [2.296064, 2.296064, 0.0]]","['Li @ 0.75 0.5 0.25', 'Li @ 0.25 0.5 0.75', 'O @ 0 0 0']",['Li'],{'Li': 1.0}
Ni2H,22603,200593,AB2,"[[2.537773, -3e-06, -2e-06], [-1.268889, 2.197779, 0.0], [-3e-06, -2e-06, 4.189005]]","['H @ 0 0 0.0281', 'Ni @ 0.333 0.667 0.287', 'Ni @ 0.667 0.333 0.77']",['Ni'],{'Ni': 2}
K2Te,11320,60441,AB2,"[[4.114804, -4.114804, 0.0], [-4.114804, 0.0, -4.114804], [4.114804, 4.114804, 0.0]]","['K @ 0.75 0.5 0.25', 'K @ 0.25 0.5 0.75', 'Te @ 0 0 0']",['K'],{'K': 1.0}
CaSi2,7489,41450,AB2,"[[3.893268, 1.5e-05, 4.4e-05], [-1.946621, 3.371647, 0.0], [7.4e-05, 4.3e-05, 4.910144]]","['Ca @ 0 0 0', 'Si @ 0.333 0.667 0.414', 'Si @ 0.667 0.333 0.586']",['Ca'],{'Ca': 2}
PuB,8177,43661,AB,"[[2.577001, -2.577001, 0.0], [-2.577001, 0.0, -2.577001], [2.577001, 2.577001, 0.0]]","['B @ 0.5 0 0.5', 'Pu @ 0 0 0']",['Pu'],{'Pu': 3.0}
NpB2,8441,44537,AB2,"[[3.046039, 0.000359, 0.0], [-1.521946, 2.637772, 0.0], [0.0, 0.0, 3.994182]]","['B @ 0.667 0.333 0.5', 'B @ 0.333 0.667 0.5', 'Np @ 0 0 0']",['Np'],{'Np': 6.0}
CrSe2,29587,626718,AB2,"[[3.480335, -2.3e-05, -6.1e-05], [-1.740187, 3.014092, 0.0], [-0.000118, -6.8e-05, 5.820253]]","['Cr @ 0 0 0', 'Se @ 0.333 0.667 0.25', 'Se @ 0.667 0.333 0.75']",['Cr'],{'Cr': 4.0}
CuCl2,5084,26667,AB2,"[[0.0, 3.296419, 0.0], [3.494078, 1.648209, 0.076803], [-0.10319, -1.648209, -5.675852]]","['Cl @ 0.501 0.239 0.24', 'Cl @ 0.499 0.761 0.76', 'Cu @ 0 0 0']",['Cu'],{'Cu': 2.0}
VBr2,23355,246906,AB2,"[[3.810321, -6.9e-05, -2.4e-05], [-1.90522, 3.299938, 0.0], [-5.5e-05, -3.2e-05, 6.135649]]","['Br @ 0.333 0.667 0.234', 'Br @ 0.667 0.333 0.766', 'V @ 0 0 0']",['V'],{'V': 2.0}
TiH2,10094,56184,AB2,"[[1.583203, 1.583203, 2.113185], [1.583203, -1.583203, -2.113185], [-1.583203, 1.583203, -2.113185]]","['H @ 0.5 0.75 0.25', 'H @ 0.5 0.25 0.75', 'Ti @ 0 0 0']",['Ti'],{'Ti': 2.0}
SmNiAs,26209,416244,ABC,"[[4.102155, 0.0, 0.0], [-2.051078, 3.552191, 0.0], [0.0, 0.0, 3.96839]]","['As @ 0.667 0.333 0.5', 'Ni @ 0.333 0.667 0.5', 'Sm @ 0 0 0']","['Sm', 'Ni']","{'Sm': 2.0, 'Ni': 1.0}"
TiTe2,3135,15543,AB2,"[[3.751327, 0.000103, 0.000327], [-1.875574, 3.248589, 0.0], [0.000565, 0.000326, 6.659782]]","['Te @ 0.667 0.333 0.259', 'Te @ 0.333 0.667 0.741', 'Ti @ 0 0 0']",['Ti'],{'Ti': 4.0}
Cu2Se,10059,56025,AB2,"[[2.8815, -2.8815, 0.0], [-2.8815, 0.0, -2.8815], [2.8815, 2.8815, 0.0]]","['Cu @ 0.75 0.5 0.25', 'Cu @ 0.25 0.5 0.75', 'Se @ 0 0 0']",['Cu'],{'Cu': 1.0}
HfTe2,30528,638959,AB2,"[[3.963156, -0.000144, 0.000166], [-1.981703, 3.43241, 0.0], [0.00033, 0.00019, 6.91758]]","['Hf @ 0 0 0', 'Te @ 0.333 0.667 0.256', 'Te @ 0.667 0.333 0.744']",['Hf'],{'Hf': 4.0}
YHSe,12890,72008,ABC,"[[3.840814, 0.0, 0.0], [-1.920407, 3.326289, 0.0], [0.0, 0.0, 3.903109]]","['H @ 0.333 0.667 0', 'Se @ 0.667 0.333 0.5', 'Y @ 0 0 0']",['Y'],{'Y': 3.0}
TaSe2,31058,651954,AB2,"[[-1.739105, 3.012218, 0.0], [3.47821, 0.0, 0.0], [1.739105, -1.004073, -6.612046]]","['Se @ 0.751 0.249 0.253', 'Se @ 0.249 0.751 0.747', 'Ta @ 0 0 0']",['Ta'],{'Ta': 4.0}
TiS2,14401,79803,AB2,"[[0.0, -3.391438, 0.0], [2.943156, 1.695719, -0.001977], [-1.886691, 0.0, 8.609625]]","['S @ 0.387 0.773 0.165', 'S @ 0.613 0.227 0.835', 'Ti @ 0 0 0']",['Ti'],{'Ti': 4.0}
AgB2,27587,604797,AB2,"[[3.015557, -0.00014, 0.0], [-1.507899, 2.61148, 0.0], [0.0, 0.0, 4.07909]]","['Ag @ 0 0 0', 'B @ 0.667 0.333 0.5', 'B @ 0.333 0.667 0.5']",['Ag'],{'Ag': 1}
NbH2,10076,56074,AB2,"[[2.273715, -2.273715, 0.0], [-2.273715, 0.0, -2.273715], [2.273715, 2.273715, 0.0]]","['H @ 0.75 0.5 0.25', 'H @ 0.25 0.5 0.75', 'Nb @ 0 0 0']",['Nb'],{'Nb': 2.0}
CaSi2,19825,154433,AB2,"[[4.086, 0.0, 0.0], [-2.043, 3.53858, 0.0], [0.0, 0.0, 4.261]]","['Ca @ 0 0 0', 'Si @ 0.667 0.333 0.5', 'Si @ 0.333 0.667 0.5']",['Ca'],{'Ca': 2}
ErSb2,30054,631094,AB2,"[[3.464085, 0.0, 0.0], [1.732043, 3.12301, 0.0], [0.0, 0.0, 7.882195]]","['Er @ 0 0 0', 'Sb @ 0 0.5 0.315', 'Sb @ 0.5 0.5 0.685']",['Er'],{'Er': 3.0}
CaAlSi,20616,162864,ABC,"[[4.206156, 0.0, 0.0], [-2.103078, 3.642392, 0.0], [0.0, 0.0, 4.360271]]","['Al @ 0.667 0.333 0.5', 'Ca @ 0 0 0', 'Si @ 0.333 0.667 0.5']","['Ca', 'Al']","{'Ca': 2, 'Al': 3}"
BiTeI,14301,79364,ABC,"[[4.400089, 7e-06, -0.000126], [-2.200039, 3.810578, 0.0], [-0.000199, -0.000115, 6.957587]]","['Bi @ 0 0 0.962', 'I @ 0.333 0.667 0.265', 'Te @ 0.667 0.333 0.716']",['Bi'],{'Bi': 3.0}
UO2,4571,24224,AB2,"[[2.738773, -2.738773, 0.0], [-2.738773, 0.0, -2.738773], [2.738773, 2.738773, 0.0]]","['O @ 0.75 0.5 0.25', 'O @ 0.25 0.5 0.75', 'U @ 0 0 0']",['U'],{'U': 4.0}
Na2O,11317,60435,AB2,"[[2.754674, -2.754674, 0.0], [-2.754674, 0.0, -2.754674], [2.754674, 2.754674, 0.0]]","['Na @ 0.75 0.5 0.25', 'Na @ 0.25 0.5 0.75', 'O @ 0 0 0']",['Na'],{'Na': 1.0}
PuO2,6102,31726,AB2,"[[2.703374, -2.703374, 0.0], [-2.703374, 0.0, -2.703374], [2.703374, 2.703374, 0.0]]","['O @ 0.75 0.5 0.25', 'O @ 0.25 0.5 0.75', 'Pu @ 0 0 0']",['Pu'],{'Pu': 4.0}
VI2,23356,246907,AB2,"[[4.097435, -0.000101, 3.2e-05], [-2.048805, 3.548633, 0.0], [3.6e-05, 2.1e-05, 6.765206]]","['I @ 0.333 0.667 0.232', 'I @ 0.667 0.333 0.768', 'V @ 0 0 0']",['V'],{'V': 2.0}
PtS2,7474,41375,AB2,"[[3.590516, 8.7e-05, -0.00019], [-1.795183, 3.109348, 0.0], [-0.000278, -0.00016, 5.093047]]","['Pt @ 0 0 0', 'S @ 0.333 0.667 0.239', 'S @ 0.667 0.333 0.761']",['Pt'],{'Pt': 4.0}
NbS2,12305,67443,AB2,"[[-1.681761, -2.912127, 0.0], [-1.681761, 2.912127, 0.0], [0.0, 0.0, -11.608009]]","['Nb @ 1 0.000231 0', 'S @ 0.667 0.333 0.134', 'S @ 0.667 0.333 0.866']",['Nb'],{'Nb': 4.0}
ZrS2,10055,56012,AB2,"[[3.677441, -0.000179, 0.000157], [-1.838875, 3.185025, 0.0], [0.000269, 0.000155, 5.943451]]","['S @ 0.333 0.667 0.246', 'S @ 0.667 0.333 0.754', 'Zr @ 0 0 0']",['Zr'],{'Zr': 4.0}
MgCl2,3675,17063,AB2,"[[3.64651, 5e-06, -7.5e-05], [-1.823251, 3.157962, 0.0], [-0.000122, -7e-05, 5.945875]]","['Cl @ 0.333 0.667 0.23', 'Cl @ 0.667 0.333 0.77', 'Mg @ 0 0 0']",['Mg'],{'Mg': 2.0}
OsC2,21370,168279,AB2,"[[2.867949, 0.0, 0.0], [-1.433975, 2.483738, 0.0], [0.0, 0.0, 4.012551]]","['C @ 0 0 0.18', 'C @ 0 0 0.82', 'Os @ 0.667 0.333 0.5']",['Os'],{'Os': -2.0}
MgH2,21129,166234,AB2,"[[2.338778, -2.338778, 0.0], [-2.338778, 0.0, -2.338778], [2.338778, 2.338778, 0.0]]","['H @ 0.75 0.5 0.25', 'H @ 0.25 0.5 0.75', 'Mg @ 0 0 0']",['Mg'],{'Mg': 2.0}
TiS2,22351,181506,AB2,"[[4.284486, -0.000385, 0.0], [-2.142576, 3.710282, 0.0], [0.0, 0.0, 2.934751]]","['S @ 0.667 0.333 0.5', 'S @ 0.333 0.667 0.5', 'Ti @ 0 0 0']",['Ti'],{'Ti': 4.0}
LaC2,5051,26587,AB2,"[[0.0, -3.933686, 0.0], [-3.933686, 0.0, 0.0], [1.966843, 1.966843, -3.28894]]","['C @ 0.598 0.598 0.197', 'C @ 0.402 0.402 0.803', 'La @ 0 0 0']",['La'],{'La': 2.0}
HoSb2,4925,26220,AB2,"[[-1.753704, -3.12213, 0.0], [-1.753704, 3.12213, 0.0], [0.0, 0.0, -7.776142]]","['Ho @ 0 0 0', 'Sb @ 0 0.5 0.319', 'Sb @ 0.5 0 0.681']",['Ho'],{'Ho': 3.0}
MgBr2,21090,165973,AB2,"[[3.840312, -5.3e-05, -0.000109], [-1.920203, 3.325888, 0.0], [-0.000219, -0.000126, 6.662734]]","['Br @ 0.333 0.667 0.226', 'Br @ 0.667 0.333 0.774', 'Mg @ 0 0 0']",['Mg'],{'Mg': 2.0}
Fe2C,20513,162103,AB2,"[[0.0, 0.0, 2.656826], [-3.63838, 0.000425, 0.0], [1.819558, -3.150716, 0.0]]","['C @ 0 0 0', 'Fe @ 0 0.667 0.333', 'Fe @ 0 0.333 0.667']",['Fe'],{'Fe': 2.0}
Te2Pd,7477,41387,AB2,"[[4.091933, -6e-06, -2.8e-05], [-2.045972, 3.543727, 0.0], [-3.5e-05, -2e-05, 5.162205]]","['Pd @ 0 0 0', 'Te @ 0.333 0.667 0.265', 'Te @ 0.667 0.333 0.735']",['Pd'],{'Pd': 4.0}
TiH2,21130,166235,AB2,"[[2.197282, -2.197282, 0.0], [-2.197282, 0.0, -2.197282], [2.197282, 2.197282, 0.0]]","['H @ 0.75 0.5 0.25', 'H @ 0.25 0.5 0.75', 'Ti @ 0 0 0']",['Ti'],{'Ti': 2.0}
LiGaSi,17253,103786,ABC,"[[-2.933399, 2.933399, 0.0], [2.933399, 0.0, -2.933399], [-2.933399, -2.933399, 0.0]]","['Ga @ 0.75 0.5 0.25', 'Li @ 0 0 0', 'Si @ 0.5 0 0.5']","['Li', 'Ga']","{'Li': 1.0, 'Ga': 3.0}"
SrF2,7257,40414,AB2,"[[2.858372, -2.858372, 0.0], [-2.858372, 0.0, -2.858372], [2.858372, 2.858372, 0.0]]","['F @ 0.75 0.5 0.25', 'F @ 0.25 0.5 0.75', 'Sr @ 0.5 0 0.5']",['Sr'],{'Sr': 2.0}
SrCl2,3681,18011,AB2,"[[3.500053, -3.500053, 0.0], [-3.500053, 0.0, -3.500053], [3.500053, 3.500053, 0.0]]","['Cl @ 0.75 0.5 0.25', 'Cl @ 0.25 0.5 0.75', 'Sr @ 0 0 0']",['Sr'],{'Sr': 2.0}
YbH2,10098,56195,AB2,"[[2.666237, -2.666237, 0.0], [-2.666237, 0.0, -2.666237], [2.666237, 2.666237, 0.0]]","['H @ 0.75 0.5 0.25', 'H @ 0.25 0.5 0.75', 'Yb @ 0 0 0']",['Yb'],{'Yb': 2.0}
CaSi2,3170,15632,AB2,"[[-1.923597, 3.331768, 0.0], [3.847194, 0.0, 0.0], [1.923597, -1.110589, -5.268761]]","['Ca @ 0 0 0', 'Si @ 0.803 0.197 0.408', 'Si @ 0.197 0.803 0.592']",['Ca'],{'Ca': 2}
Be2C,7536,41567,AB2,"[[2.162338, -2.162338, 0.0], [-2.162338, 0.0, -2.162338], [2.162338, 2.162338, 0.0]]","['Be @ 0.75 0.5 0.25', 'Be @ 0.25 0.5 0.75', 'C @ 0 0 0']",['Be'],{'Be': 2.0}
MgCuSb,13949,77364,ABC,"[[3.111075, -3.111075, 0.0], [-3.111075, 0.0, -3.111075], [3.111075, 3.111075, 0.0]]","['Cu @ 0 0 0', 'Mg @ 0.25 0.5 0.75', 'Sb @ 0.75 0.5 0.25']","['Mg', 'Cu']","{'Mg': 2.0, 'Cu': 1.0}"
MgSnAu,3449,16475,ABC,"[[3.244246, -3.244246, 0.0], [-3.244246, 0.0, -3.244246], [3.244246, 3.244246, 0.0]]","['Au @ 0.75 0.5 0.25', 'Mg @ 0.5 0 0.5', 'Sn @ 0 0 0']","['Mg', 'Sn', 'Au']","{'Mg': 2, 'Sn': 2, 'Au': 1}"
PaO2,5629,28915,AB2,"[[2.747736, -2.747736, 0.0], [-2.747736, 0.0, -2.747736], [2.747736, 2.747736, 0.0]]","['O @ 0.75 0.5 0.25', 'O @ 0.25 0.5 0.75', 'Pa @ 0 0 0']",['Pa'],{'Pa': 4.0}
SnS2,5657,29012,AB2,"[[3.701461, -1.6e-05, -8.8e-05], [-1.850744, 3.205582, 0.0], [-0.000137, -7.9e-05, 6.107764]]","['S @ 0.333 0.667 0.242', 'S @ 0.667 0.333 0.758', 'Sn @ 0 0 0']",['Sn'],{'Sn': 4.0}
