name,entry_id,icsd_id,composition_generic,unit_cell,sites,metals,oxstate_label
YbSe,6321,33675,AB,"[[2.949803, -2.949803, 0.0], [-2.949803, 0.0, -2.949803], [2.949803, 2.949803, 0.0]]","['Se @ 0.5 0 0.5', 'Yb @ 0 0 0']",['Yb'],{'Yb': 2.0}
ZnNi,17859,105469,AB,"[[2.735285, 0.0, 0.0], [0.0, 2.735285, 0.0], [0.0, 0.0, 3.202656]]","['Ni @ 0 0 0', 'Zn @ 0.5 0.5 0.5']","['Zn', 'Ni']","{'Zn': 2, 'Ni': 2}"
TiAg,10676,58369,AB,"[[2.858117, 0.0, 0.0], [0.0, 2.858117, 0.0], [0.0, 0.0, 4.158994]]","['Ag @ 0 0 0', 'Ti @ 0.5 0.5 0.5']","['Ti', 'Ag']","{'Ti': 3, 'Ag': 1}"
ZnNi,17860,105470,AB,"[[2.885519, 0.0, 0.0], [0.0, 2.885519, 0.0], [0.0, 0.0, 2.885519]]","['Ni @ 0 0 0', 'Zn @ 0.5 0.5 0.5']","['Zn', 'Ni']","{'Zn': 2, 'Ni': 2}"
YbTe,6320,33674,AB,"[[3.174259, -3.174259, 0.0], [-3.174259, 0.0, -3.174259], [3.174259, 3.174259, 0.0]]","['Te @ 0.5 0 0.5', 'Yb @ 0 0 0']",['Yb'],{'Yb': 2.0}
TcB,21452,168900,AB,"[[2.728608, 0.0, 0.0], [0.0, 2.728608, 0.0], [0.0, 0.0, 2.728608]]","['B @ 0.5 0.5 0.5', 'Tc @ 0 0 0']",['Tc'],{'Tc': -3.0}
MnAu,19149,109348,AB,"[[3.213021, 0.0, 0.0], [0.0, 3.213021, 0.0], [0.0, 0.0, 3.213021]]","['Au @ 0 0 0', 'Mn @ 0.5 0.5 0.5']","['Mn', 'Au']","{'Mn': 2, 'Au': 1}"
TaN,13761,76455,AB,"[[2.942986, 0.0, 0.0], [-1.471493, 2.548712, 0.0], [0.0, 0.0, 2.893291]]","['N @ 0 0 0', 'Ta @ 0.333 0.667 0.5']",['Ta'],{'Ta': 3.0}
CaSe,7648,41957,AB,"[[2.968953, -2.968953, 0.0], [-2.968953, 0.0, -2.968953], [2.968953, 2.968953, 0.0]]","['Ca @ 0 0 0', 'Se @ 0.5 0 0.5']",['Ca'],{'Ca': 2.0}
CaTe,7649,41958,AB,"[[3.195051, -3.195051, 0.0], [-3.195051, 0.0, -3.195051], [3.195051, 3.195051, 0.0]]","['Ca @ 0 0 0', 'Te @ 0.5 0 0.5']",['Ca'],{'Ca': 2.0}
CaPb,28966,619484,AB,"[[-2.545171, -2.545171, 0.0], [-2.545171, 2.545171, 0.0], [0.0, 0.0, -4.555874]]","['Ca @ 0 0 0', 'Pb @ 0.5 0.5 0.5']","['Ca', 'Pb']","{'Ca': 2, 'Pb': 2}"
CuAu,31283,658109,AB,"[[-2.008354, -2.008354, 0.0], [-2.008354, 2.008354, 0.0], [0.0, 0.0, -3.707075]]","['Au @ 0 0 0', 'Cu @ 0.5 0.5 0.5']","['Cu', 'Au']","{'Cu': 1.0, 'Au': -1.0}"
SiRh,8386,44385,AB,"[[2.980893, 0.0, 0.0], [0.0, 2.980893, 0.0], [0.0, 0.0, 2.980893]]","['Rh @ 0 0 0', 'Si @ 0.5 0.5 0.5']",['Rh'],{'Rh': 4.0}
MnAu,19150,109349,AB,"[[3.246105, 0.0, 0.0], [0.0, 3.246105, 0.0], [0.0, 0.0, 3.149087]]","['Au @ 0 0 0', 'Mn @ 0.5 0.5 0.5']","['Mn', 'Au']","{'Mn': 2, 'Au': 1}"
VFe,30264,634034,AB,"[[2.867122, 0.0, 0.0], [0.0, 2.867122, 0.0], [0.0, 0.0, 2.867122]]","['Fe @ 0 0 0', 'V @ 0.5 0.5 0.5']","['V', 'Fe']","{'V': 3, 'Fe': 2}"
TcB,21449,168895,AB,"[[2.881781, 0.0, 0.0], [-1.44089, 2.495747, 0.0], [0.0, 0.0, 2.933687]]","['B @ 0.667 0.333 0.5', 'Tc @ 0 0 0']",['Tc'],{'Tc': -3.0}
HoAs,8118,43543,AB,"[[2.894571, -2.894571, 0.0], [-2.894571, 0.0, -2.894571], [2.894571, 2.894571, 0.0]]","['As @ 0.5 0 0.5', 'Ho @ 0 0 0']",['Ho'],{'Ho': 3.0}
TcB,21453,168901,AB,"[[2.363006, -2.363006, 0.0], [-2.363006, 0.0, -2.363006], [2.363006, 2.363006, 0.0]]","['B @ 0.75 0.5 0.25', 'Tc @ 0 0 0']",['Tc'],{'Tc': -3.0}
AgI,20443,161582,AB,"[[3.834197, 0.0, 0.0], [0.0, 3.834197, 0.0], [0.0, 0.0, 3.834197]]","['Ag @ 0 0 0', 'I @ 0.5 0.5 0.5']",['Ag'],{'Ag': 1.0}
TiFe,19423,150938,AB,"[[2.943475, 0.0, 0.0], [0.0, 2.943475, 0.0], [0.0, 0.0, 2.943475]]","['Fe @ 0.5 0.5 0.5', 'Ti @ 0 0 0']","['Ti', 'Fe']","{'Ti': 3, 'Fe': 2}"
ScN,22242,180830,AB,"[[2.775911, 0.0, 0.0], [0.0, 2.775911, 0.0], [0.0, 0.0, 2.775911]]","['N @ 0.5 0.5 0.5', 'Sc @ 0 0 0']",['Sc'],{'Sc': 3.0}
NaH,6318,33670,AB,"[[2.350465, -2.350465, 0.0], [-2.350465, 0.0, -2.350465], [2.350465, 2.350465, 0.0]]","['H @ 0.5 0 0.5', 'Na @ 0 0 0']",['Na'],{'Na': 1.0}
VOs,19422,150935,AB,"[[3.00931, 0.0, 0.0], [0.0, 3.00931, 0.0], [0.0, 0.0, 3.00931]]","['Os @ 0.5 0.5 0.5', 'V @ 0 0 0']","['V', 'Os']","{'V': 2.0, 'Os': -2.0}"
ScP,22243,180832,AB,"[[3.274966, 0.0, 0.0], [0.0, 3.274966, 0.0], [0.0, 0.0, 3.274966]]","['P @ 0.5 0.5 0.5', 'Sc @ 0 0 0']",['Sc'],{'Sc': 3.0}
TaTc,18145,106117,AB,"[[3.184409, 0.0, 0.0], [0.0, 3.184409, 0.0], [0.0, 0.0, 3.184409]]","['Ta @ 0 0 0', 'Tc @ 0.5 0.5 0.5']","['Ta', 'Tc']","{'Ta': 3.0, 'Tc': -3.0}"
TiAl,27974,609534,AB,"[[1.993062, -1.993062, 0.0], [-1.993062, -1.993062, 0.0], [0.0, 0.0, -4.058998]]","['Al @ 0.5 0.5 0.5', 'Ti @ 0 0 0']","['Ti', 'Al']","{'Ti': 3, 'Al': 3}"
CsAu,10711,58427,AB,"[[4.262, 0.0, 0.0], [0.0, 4.262, 0.0], [0.0, 0.0, 4.262]]","['Au @ 0 0 0', 'Cs @ 0.5 0.5 0.5']","['Cs', 'Au']","{'Cs': 1.0, 'Au': -1.0}"
RbAu,10712,58428,AB,"[[4.104943, 0.0, 0.0], [0.0, 4.104943, 0.0], [0.0, 0.0, 4.104943]]","['Au @ 0 0 0', 'Rb @ 0.5 0.5 0.5']","['Rb', 'Au']","{'Rb': 1.0, 'Au': -1.0}"
TiTc,18156,106142,AB,"[[3.098008, 0.0, 0.0], [0.0, 3.098008, 0.0], [0.0, 0.0, 3.098008]]","['Tc @ 0 0 0', 'Ti @ 0.5 0.5 0.5']","['Ti', 'Tc']","{'Ti': 3.0, 'Tc': -3.0}"
VTc,18157,106143,AB,"[[3.01461, 0.0, 0.0], [0.0, 3.01461, 0.0], [0.0, 0.0, 3.01461]]","['Tc @ 0 0 0', 'V @ 0.5 0.5 0.5']","['V', 'Tc']","{'V': 3.0, 'Tc': -3.0}"
TbSb,8156,43602,AB,"[[3.109447, -3.109447, 0.0], [-3.109447, 0.0, -3.109447], [3.109447, 3.109447, 0.0]]","['Sb @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],{'Tb': 3.0}
TiOs,17904,105572,AB,"[[3.085145, 0.0, 0.0], [0.0, 3.085145, 0.0], [0.0, 0.0, 3.085145]]","['Os @ 0 0 0', 'Ti @ 0.5 0.5 0.5']","['Ti', 'Os']","{'Ti': 2.0, 'Os': -2.0}"
ZrOs,17906,105580,AB,"[[3.282701, 0.0, 0.0], [0.0, 3.282701, 0.0], [0.0, 0.0, 3.282701]]","['Os @ 0 0 0', 'Zr @ 0.5 0.5 0.5']","['Zr', 'Os']","{'Zr': 2.0, 'Os': -2.0}"
HoSb,8119,43544,AB,"[[3.083857, -3.083857, 0.0], [-3.083857, 0.0, -3.083857], [3.083857, 3.083857, 0.0]]","['Ho @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Ho'],{'Ho': 3.0}
ZnO,20684,163382,AB,"[[2.66039, 0.0, 0.0], [0.0, 2.66039, 0.0], [0.0, 0.0, 2.66039]]","['O @ 0.5 0.5 0.5', 'Zn @ 0 0 0']",['Zn'],{'Zn': 2.0}
ScC,22262,181048,AB,"[[2.876, 0.0, 0.0], [0.0, 2.876, 0.0], [0.0, 0.0, 2.876]]","['C @ 0.5 0.5 0.5', 'Sc @ 0 0 0']",['Sc'],{'Sc': 3.0}
YC,22264,181050,AB,"[[3.102078, 0.0, 0.0], [0.0, 3.102078, 0.0], [0.0, 0.0, 3.102078]]","['C @ 0.5 0.5 0.5', 'Y @ 0 0 0']",['Y'],{'Y': 3.0}
SnP,14014,77786,AB,"[[2.793072, -2.793072, 0.0], [-2.793072, 0.0, -2.793072], [2.793072, 2.793072, 0.0]]","['P @ 0 0 0', 'Sn @ 0.5 0 0.5']",['Sn'],{'Sn': 3.0}
HgSe,4543,24175,AB,"[[3.109701, -3.109701, 0.0], [-3.109701, 0.0, -3.109701], [3.109701, 3.109701, 0.0]]","['Hg @ 0 0 0', 'Se @ 0.75 0.5 0.25']",['Hg'],{'Hg': 2.0}
CuO,11469,61323,AB,"[[2.091032, -2.091032, 0.0], [-2.091032, 0.0, -2.091032], [2.091032, 2.091032, 0.0]]","['Cu @ 0 0 0', 'O @ 0.5 0 0.5']",['Cu'],{'Cu': 2.0}
CuN,20469,161756,AB,"[[2.20879, -2.20879, 0.0], [-2.20879, 0.0, -2.20879], [2.20879, 2.20879, 0.0]]","['Cu @ 0 0 0', 'N @ 0.75 0.5 0.25']",['Cu'],{'Cu': 3.0}
HgS,4523,24094,AB,"[[2.994765, -2.994765, 0.0], [-2.994765, 0.0, -2.994765], [2.994765, 2.994765, 0.0]]","['Hg @ 0 0 0', 'S @ 0.75 0.5 0.25']",['Hg'],{'Hg': 2.0}
SnC,22475,182365,AB,"[[2.540512, -2.540512, 0.0], [-2.540512, 0.0, -2.540512], [2.540512, 2.540512, 0.0]]","['C @ 0.75 0.5 0.25', 'Sn @ 0 0 0']",['Sn'],{'Sn': 4.0}
ScP,17907,105584,AB,"[[2.656, -2.656, 0.0], [-2.656, 0.0, -2.656], [2.656, 2.656, 0.0]]","['P @ 0.5 0 0.5', 'Sc @ 0 0 0']",['Sc'],{'Sc': 3.0}
AgCl,10182,56538,AB,"[[2.79438, -2.79438, 0.0], [-2.79438, 0.0, -2.79438], [2.79438, 2.79438, 0.0]]","['Ag @ 0 0 0', 'Cl @ 0.5 0 0.5']",['Ag'],{'Ag': 1.0}
PbS,14034,77865,AB,"[[3.648754, 0.0, 0.0], [0.0, 3.648754, 0.0], [0.0, 0.0, 3.648754]]","['Pb @ 0 0 0', 'S @ 0.5 0.5 0.5']",['Pb'],{'Pb': 2.0}
GdAs,8162,43634,AB,"[[2.938294, -2.938294, 0.0], [-2.938294, 0.0, -2.938294], [2.938294, 2.938294, 0.0]]","['As @ 0.5 0 0.5', 'Gd @ 0 0 0']",['Gd'],{'Gd': 3.0}
SnC,22476,182366,AB,"[[2.392979, -2.392979, 0.0], [-2.392979, 0.0, -2.392979], [2.392979, 2.392979, 0.0]]","['C @ 0.5 0 0.5', 'Sn @ 0 0 0']",['Sn'],{'Sn': 4.0}
ZnTe,17353,104196,AB,"[[3.068483, -3.068483, 0.0], [-3.068483, 0.0, -3.068483], [3.068483, 3.068483, 0.0]]","['Te @ 0.75 0.5 0.25', 'Zn @ 0 0 0']",['Zn'],{'Zn': 2.0}
NiC,22221,180457,AB,"[[2.039249, -2.039249, 0.0], [-2.039249, 0.0, -2.039249], [2.039249, 2.039249, 0.0]]","['C @ 0.5 0 0.5', 'Ni @ 0 0 0']",['Ni'],{'Ni': 2.0}
TbAs,8155,43601,AB,"[[2.922587, -2.922587, 0.0], [-2.922587, 0.0, -2.922587], [2.922587, 2.922587, 0.0]]","['As @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],{'Tb': 3.0}
HgPt,30535,639151,AB,"[[-2.140726, -2.140726, 0.0], [-2.140726, 2.140726, 0.0], [0.0, 0.0, -3.905952]]","['Hg @ 0 0 0', 'Pt @ 0.5 0.5 0.5']","['Hg', 'Pt']","{'Hg': 2.0, 'Pt': -2.0}"
TiO,17898,105551,AB,"[[2.125829, -2.125829, 0.0], [-2.125829, 0.0, -2.125829], [2.125829, 2.125829, 0.0]]","['O @ 0.5 0 0.5', 'Ti @ 0 0 0']",['Ti'],{'Ti': 2.0}
GdSb,8163,43635,AB,"[[3.124312, -3.124312, 0.0], [-3.124312, 0.0, -3.124312], [3.124312, 3.124312, 0.0]]","['Gd @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Gd'],{'Gd': 3.0}
TcB,21451,168899,AB,"[[2.199573, -2.199573, 0.0], [-2.199573, 0.0, -2.199573], [2.199573, 2.199573, 0.0]]","['B @ 0.5 0 0.5', 'Tc @ 0 0 0']",['Tc'],{'Tc': -3.0}
NbS,13784,76564,AB,"[[3.306079, 0.0, 0.0], [-1.65304, 2.863246, 0.0], [0.0, 0.0, 3.323989]]","['Nb @ 0 0 0', 'S @ 0.333 0.667 0.5']",['Nb'],{'Nb': 2.0}
PrSb,14051,77933,AB,"[[3.220935, -3.220935, 0.0], [-3.220935, 0.0, -3.220935], [3.220935, 3.220935, 0.0]]","['Pr @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Pr'],{'Pr': 3.0}
NiN,20468,161755,AB,"[[2.152013, -2.152013, 0.0], [-2.152013, 0.0, -2.152013], [2.152013, 2.152013, 0.0]]","['N @ 0.75 0.5 0.25', 'Ni @ 0 0 0']",['Ni'],{'Ni': 3.0}
MnSe,4578,24251,AB,"[[2.685064, -2.685064, 0.0], [-2.685064, 0.0, -2.685064], [2.685064, 2.685064, 0.0]]","['Mn @ 0 0 0', 'Se @ 0.5 0 0.5']",['Mn'],{'Mn': 2.0}
DySb,8165,43639,AB,"[[3.09646, -3.09646, 0.0], [-3.09646, 0.0, -3.09646], [3.09646, 3.09646, 0.0]]","['Dy @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Dy'],{'Dy': 3.0}
MnSe,4579,24252,AB,"[[2.945184, -2.945184, 0.0], [-2.945184, 0.0, -2.945184], [2.945184, 2.945184, 0.0]]","['Mn @ 0 0 0', 'Se @ 0.75 0.5 0.25']",['Mn'],{'Mn': 2.0}
SnP,3311,16077,AB,"[[-3.863151, 0.0, 0.0], [0.0, -3.863151, 0.0], [1.931576, 1.931576, 3.047145]]","['P @ 0.43 0.43 0.86', 'Sn @ 0.998 0.998 0.996']",['Sn'],{'Sn': 3.0}
DyAs,8164,43638,AB,"[[2.906972, -2.906972, 0.0], [-2.906972, 0.0, -2.906972], [2.906972, 2.906972, 0.0]]","['As @ 0.5 0 0.5', 'Dy @ 0 0 0']",['Dy'],{'Dy': 3.0}
SrS,5624,28900,AB,"[[3.022693, -3.022693, 0.0], [-3.022693, 0.0, -3.022693], [3.022693, 3.022693, 0.0]]","['S @ 0.5 0 0.5', 'Sr @ 0 0 0']",['Sr'],{'Sr': 2.0}
SrSe,5625,28901,AB,"[[3.141812, -3.141812, 0.0], [-3.141812, 0.0, -3.141812], [3.141812, 3.141812, 0.0]]","['Se @ 0.5 0 0.5', 'Sr @ 0 0 0']",['Sr'],{'Sr': 2.0}
CaS,5626,28902,AB,"[[2.849822, -2.849822, 0.0], [-2.849822, 0.0, -2.849822], [2.849822, 2.849822, 0.0]]","['Ca @ 0 0 0', 'S @ 0.5 0 0.5']",['Ca'],{'Ca': 2.0}
TePb,14036,77882,AB,"[[3.970582, 0.0, 0.0], [0.0, 3.970582, 0.0], [0.0, 0.0, 3.970582]]","['Pb @ 0 0 0', 'Te @ 0.5 0.5 0.5']",['Pb'],{'Pb': 2.0}
CdPt,29022,620296,AB,"[[2.996365, 0.0, 0.0], [0.0, 2.996365, 0.0], [0.0, 0.0, 3.867457]]","['Cd @ 0 0 0', 'Pt @ 0.5 0.5 0.5']","['Cd', 'Pt']","{'Cd': 2.0, 'Pt': -2.0}"
MgS,5627,28903,AB,"[[2.605024, -2.605024, 0.0], [-2.605024, 0.0, -2.605024], [2.605024, 2.605024, 0.0]]","['Mg @ 0 0 0', 'S @ 0.5 0 0.5']",['Mg'],{'Mg': 2.0}
CrN,6912,37412,AB,"[[2.061333, -2.061333, 0.0], [-2.061333, 0.0, -2.061333], [2.061333, 2.061333, 0.0]]","['Cr @ 0 0 0', 'N @ 0.5 0 0.5']",['Cr'],{'Cr': 3.0}
PbSe,14035,77870,AB,"[[3.756529, 0.0, 0.0], [0.0, 3.756529, 0.0], [0.0, 0.0, 3.756529]]","['Pb @ 0 0 0', 'Se @ 0.5 0.5 0.5']",['Pb'],{'Pb': 2.0}
VO,5578,28681,AB,"[[2.211215, -2.211215, 0.0], [-2.211215, 0.0, -2.211215], [2.211215, 2.211215, 0.0]]","['O @ 0.5 0 0.5', 'V @ 0 0 0']",['V'],{'V': 2.0}
YC,22263,181049,AB,"[[2.543, -2.543, 0.0], [-2.543, 0.0, -2.543], [2.543, 2.543, 0.0]]","['C @ 0.5 0 0.5', 'Y @ 0 0 0']",['Y'],{'Y': 3.0}
CdPt,29023,620297,AB,"[[-2.118601, -2.118601, 0.0], [-2.118601, 2.118601, 0.0], [0.0, 0.0, -3.867834]]","['Cd @ 0 0 0', 'Pt @ 0.5 0.5 0.5']","['Cd', 'Pt']","{'Cd': 2.0, 'Pt': -2.0}"
BeO,20737,163820,AB,"[[1.899211, -1.899211, 0.0], [-1.899211, 0.0, -1.899211], [1.899211, 1.899211, 0.0]]","['Be @ 0 0 0', 'O @ 0.75 0.5 0.25']",['Be'],{'Be': 2.0}
ErAs,8167,43644,AB,"[[2.881003, -2.881003, 0.0], [-2.881003, 0.0, -2.881003], [2.881003, 2.881003, 0.0]]","['As @ 0.5 0 0.5', 'Er @ 0 0 0']",['Er'],{'Er': 3.0}
CaPb,10997,58918,AB,"[[3.597608, 0.0, 0.0], [0.0, 3.597608, 0.0], [0.0, 0.0, 4.552855]]","['Ca @ 0 0 0', 'Pb @ 0.5 0.5 0.5']","['Ca', 'Pb']","{'Ca': 2, 'Pb': 2}"
NbN,1797,982,AB,"[[2.217283, -2.217283, 0.0], [-2.217283, 0.0, -2.217283], [2.217283, 2.217283, 0.0]]","['N @ 0.5 0 0.5', 'Nb @ 0 0 0']",['Nb'],{'Nb': 3.0}
TaN,13762,76456,AB,"[[2.203545, -2.203545, 0.0], [-2.203545, 0.0, -2.203545], [2.203545, 2.203545, 0.0]]","['N @ 0 0 0', 'Ta @ 0.5 0 0.5']",['Ta'],{'Ta': 3.0}
TmP,14025,77850,AB,"[[2.790027, -2.790027, 0.0], [-2.790027, 0.0, -2.790027], [2.790027, 2.790027, 0.0]]","['P @ 0.5 0 0.5', 'Tm @ 0 0 0']",['Tm'],{'Tm': 3.0}
TbP,8154,43600,AB,"[[2.846871, -2.846871, 0.0], [-2.846871, 0.0, -2.846871], [2.846871, 2.846871, 0.0]]","['P @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],{'Tb': 3.0}
HgTe,6117,31842,AB,"[[3.060923, -3.060923, 0.0], [-3.060923, 0.0, -3.060923], [3.060923, 3.060923, 0.0]]","['Hg @ 0 0 0', 'Te @ 0.5 0 0.5']",['Hg'],{'Hg': 2.0}
FePt,31334,659004,AB,"[[1.933419, -1.933419, 0.0], [-1.933419, -1.933419, 0.0], [0.0, 0.0, -3.726848]]","['Fe @ 0.5 0.5 0.5', 'Pt @ 0 0 0']","['Fe', 'Pt']","{'Fe': 2.0, 'Pt': -2.0}"
WC,3084,15406,AB,"[[2.92309, 0.0, 0.0], [-1.461545, 2.531501, 0.0], [0.0, 0.0, 2.853203]]","['C @ 0.667 0.333 0.5', 'W @ 0 0 0']",['W'],{'W': 4.0}
CsCl,4110,22173,AB,"[[4.157509, 0.0, 0.0], [0.0, 4.157509, 0.0], [0.0, 0.0, 4.157509]]","['Cl @ 0.5 0.5 0.5', 'Cs @ 0 0 0']",['Cs'],{'Cs': 1.0}
ZnS,7652,41985,AB,"[[2.712497, -2.712497, 0.0], [-2.712497, 0.0, -2.712497], [2.712497, 2.712497, 0.0]]","['S @ 0.75 0.5 0.25', 'Zn @ 0 0 0']",['Zn'],{'Zn': 2.0}
ErSb,8168,43645,AB,"[[3.072626, -3.072626, 0.0], [-3.072626, 0.0, -3.072626], [3.072626, 3.072626, 0.0]]","['Er @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Er'],{'Er': 3.0}
TmAs,8170,43647,AB,"[[2.869168, -2.869168, 0.0], [-2.869168, 0.0, -2.869168], [2.869168, 2.869168, 0.0]]","['As @ 0.5 0 0.5', 'Tm @ 0 0 0']",['Tm'],{'Tm': 3.0}
MgAg,22530,184205,AB,"[[3.295302, 0.0, 0.0], [0.0, 3.295302, 0.0], [0.0, 0.0, 3.295302]]","['Ag @ 0 0 0', 'Mg @ 0.5 0.5 0.5']","['Mg', 'Ag']","{'Mg': 2, 'Ag': 1}"
ZrC,22284,181142,AB,"[[2.932404, 0.0, 0.0], [0.0, 2.932404, 0.0], [0.0, 0.0, 2.932404]]","['C @ 0.5 0.5 0.5', 'Zr @ 0 0 0']",['Zr'],{'Zr': 4.0}
ZrN,22285,181144,AB,"[[2.843685, 0.0, 0.0], [0.0, 2.843685, 0.0], [0.0, 0.0, 2.843685]]","['N @ 0.5 0.5 0.5', 'Zr @ 0 0 0']",['Zr'],{'Zr': 3.0}
AuC,21518,169406,AB,"[[3.245, 0.0, 0.0], [-1.6225, 2.810252, 0.0], [0.0, 0.0, 2.919]]","['Au @ 0 0 0', 'C @ 0.333 0.667 0.5']",['Au'],{'Au': 2.0}
CsBr,4111,22174,AB,"[[4.335424, 0.0, 0.0], [0.0, 4.335424, 0.0], [0.0, 0.0, 4.335424]]","['Br @ 0.5 0.5 0.5', 'Cs @ 0 0 0']",['Cs'],{'Cs': 1.0}
ZrP,14032,77861,AB,"[[2.650642, -2.650642, 0.0], [-2.650642, 0.0, -2.650642], [2.650642, 2.650642, 0.0]]","['P @ 0 0 0', 'Zr @ 0.5 0 0.5']",['Zr'],{'Zr': 3.0}
BaSe,8173,43655,AB,"[[3.331381, -3.331381, 0.0], [-3.331381, 0.0, -3.331381], [3.331381, 3.331381, 0.0]]","['Ba @ 0 0 0', 'Se @ 0.5 0 0.5']",['Ba'],{'Ba': 2.0}
MgS,20234,159401,AB,"[[2.839771, -2.839771, 0.0], [-2.839771, 0.0, -2.839771], [2.839771, 2.839771, 0.0]]","['Mg @ 0 0 0', 'S @ 0.75 0.5 0.25']",['Mg'],{'Mg': 2.0}
MnAl,10497,57969,AB,"[[2.732415, 0.0, 0.0], [0.0, 2.732415, 0.0], [0.0, 0.0, 3.528942]]","['Al @ 0 0 0', 'Mn @ 0.5 0.5 0.5']","['Mn', 'Al']","{'Mn': 2, 'Al': 3}"
MoN,20242,159440,AB,"[[2.696244, 0.0, 0.0], [0.0, 2.696244, 0.0], [0.0, 0.0, 2.696244]]","['Mo @ 0 0 0', 'N @ 0.5 0.5 0.5']",['Mo'],{'Mo': 3.0}
MgO,2577,9863,AB,"[[2.099529, -2.099529, 0.0], [-2.099529, 0.0, -2.099529], [2.099529, 2.099529, 0.0]]","['Mg @ 0 0 0', 'O @ 0.5 0 0.5']",['Mg'],{'Mg': 2.0}
MnO,2578,9864,AB,"[[2.230638, -2.230638, 0.0], [-2.230638, 0.0, -2.230638], [2.230638, 2.230638, 0.0]]","['Mn @ 0 0 0', 'O @ 0.5 0 0.5']",['Mn'],{'Mn': 2.0}
NiO,2580,9866,AB,"[[2.083992, -2.083992, 0.0], [-2.083992, 0.0, -2.083992], [2.083992, 2.083992, 0.0]]","['Ni @ 0 0 0', 'O @ 0.5 0 0.5']",['Ni'],{'Ni': 2.0}
HoP,8117,43542,AB,"[[2.817948, -2.817948, 0.0], [-2.817948, 0.0, -2.817948], [2.817948, 2.817948, 0.0]]","['Ho @ 0 0 0', 'P @ 0.5 0 0.5']",['Ho'],{'Ho': 3.0}
ZnO,20685,163383,AB,"[[2.28872, -2.28872, 0.0], [-2.28872, 0.0, -2.28872], [2.28872, 2.28872, 0.0]]","['O @ 0.75 0.5 0.25', 'Zn @ 0 0 0']",['Zn'],{'Zn': 2.0}
ZnTe,6116,31840,AB,"[[2.88181, -2.88181, 0.0], [-2.88181, 0.0, -2.88181], [2.88181, 2.88181, 0.0]]","['Te @ 0.5 0 0.5', 'Zn @ 0 0 0']",['Zn'],{'Zn': 2.0}
AgO,6628,35662,AB,"[[2.498627, -2.498627, 0.0], [-2.498627, 0.0, -2.498627], [2.498627, 2.498627, 0.0]]","['Ag @ 0 0 0', 'O @ 0.75 0.5 0.25']",['Ag'],{'Ag': 2.0}
NiO,13807,76670,AB,"[[-1.704203, 0.0, 2.411201], [-2.556476, -1.478266, -2e-05], [2.556476, -1.478266, 2e-05]]","['Ni @ 0 0 0', 'O @ 0.5 0.5 0.5']",['Ni'],{'Ni': 2.0}
MnNi,17670,104916,AB,"[[2.703226, 0.0, 0.0], [0.0, 2.703226, 0.0], [0.0, 0.0, 3.288999]]","['Mn @ 0 0 0', 'Ni @ 0.5 0.5 0.5']","['Mn', 'Ni']","{'Mn': 2, 'Ni': 2}"
ReC,21515,169402,AB,"[[2.88101, 0.0, 0.0], [-1.440505, 2.495046, 0.0], [0.0, 0.0, 2.820385]]","['C @ 0.333 0.667 0.5', 'Re @ 0 0 0']",['Re'],{'Re': 4.0}
MgTe,20235,159402,AB,"[[3.251545, -3.251545, 0.0], [-3.251545, 0.0, -3.251545], [3.251545, 3.251545, 0.0]]","['Mg @ 0 0 0', 'Te @ 0.75 0.5 0.25']",['Mg'],{'Mg': 2.0}
FeO,5404,27856,AB,"[[2.140158, -2.140158, 0.0], [-2.140158, 0.0, -2.140158], [2.140158, 2.140158, 0.0]]","['Fe @ 0 0 0', 'O @ 0.5 0 0.5']",['Fe'],{'Fe': 2.0}
ZrS,18905,108732,AB,"[[2.621247, -2.621247, 0.0], [-2.621247, 0.0, -2.621247], [2.621247, 2.621247, 0.0]]","['S @ 0.5 0 0.5', 'Zr @ 0 0 0']",['Zr'],{'Zr': 2.0}
HgTe,6119,31845,AB,"[[3.2983, -3.2983, 0.0], [-3.2983, 0.0, -3.2983], [3.2983, 3.2983, 0.0]]","['Hg @ 0 0 0', 'Te @ 0.75 0.5 0.25']",['Hg'],{'Hg': 2.0}
PdN,21508,169394,AB,"[[2.357944, -2.357944, 0.0], [-2.357944, 0.0, -2.357944], [2.357944, 2.357944, 0.0]]","['N @ 0.75 0.5 0.25', 'Pd @ 0 0 0']",['Pd'],{'Pd': 2.0}
TlBr,11508,61519,AB,"[[3.320971, -3.320971, 0.0], [-3.320971, 0.0, -3.320971], [3.320971, 3.320971, 0.0]]","['Br @ 0.5 0 0.5', 'Tl @ 0 0 0']",['Tl'],{'Tl': 1.0}
IrC,21516,169404,AB,"[[3.045008, 0.0, 0.0], [-1.522504, 2.637082, 0.0], [0.0, 0.0, 2.67517]]","['C @ 0.333 0.667 0.5', 'Ir @ 0 0 0']",['Ir'],{'Ir': 4.0}
