name,entry_id,icsd_id,composition_generic,unit_cell,sites,metals,oxstate_label
YbSe,6321,33675,AB,"[[2.949803, -2.949803, 0.0], [-2.949803, 0.0, -2.949803], [2.949803, 2.949803, 0.0]]","['Se @ 0.5 0 0.5', 'Yb @ 0 0 0']",['Yb'],"{'Yb': 2, 'Se': -2}"
YbTe,6320,33674,AB,"[[3.174259, -3.174259, 0.0], [-3.174259, 0.0, -3.174259], [3.174259, 3.174259, 0.0]]","['Te @ 0.5 0 0.5', 'Yb @ 0 0 0']",['Yb'],"{'Yb': 2, 'Te': -2}"
UTe,17352,104195,AB,"[[3.744669, 0.0, 0.0], [0.0, 3.744669, 0.0], [0.0, 0.0, 3.744669]]","['Te @ 0.5 0.5 0.5', 'U @ 0 0 0']",['U'],"{'U': 2, 'Te': -2}"
TaN,13761,76455,AB,"[[2.942986, 0.0, 0.0], [-1.471493, 2.548712, 0.0], [0.0, 0.0, 2.893291]]","['N @ 0 0 0', 'Ta @ 0.333 0.667 0.5']",['Ta'],"{'Ta': 3, 'N': -3}"
CaSe,7648,41957,AB,"[[2.968953, -2.968953, 0.0], [-2.968953, 0.0, -2.968953], [2.968953, 2.968953, 0.0]]","['Ca @ 0 0 0', 'Se @ 0.5 0 0.5']",['Ca'],"{'Ca': 2, 'Se': -2}"
CaTe,7649,41958,AB,"[[3.195051, -3.195051, 0.0], [-3.195051, 0.0, -3.195051], [3.195051, 3.195051, 0.0]]","['Ca @ 0 0 0', 'Te @ 0.5 0 0.5']",['Ca'],"{'Ca': 2, 'Te': -2}"
HPd,30508,638417,AB,"[[2.051559, -2.051559, 0.0], [-2.051559, 0.0, -2.051559], [2.051559, 2.051559, 0.0]]","['H @ 0 0 0', 'Pd @ 0.5 0 0.5']",['Pd'],"{'Pd': -1, 'H': 1}"
HoAs,8118,43543,AB,"[[2.894571, -2.894571, 0.0], [-2.894571, 0.0, -2.894571], [2.894571, 2.894571, 0.0]]","['As @ 0.5 0 0.5', 'Ho @ 0 0 0']",['Ho'],"{'Ho': 3, 'As': -3}"
HoSe,8122,43547,AB,"[[2.85881, -2.85881, 0.0], [-2.85881, 0.0, -2.85881], [2.85881, 2.85881, 0.0]]","['Ho @ 0 0 0', 'Se @ 0.5 0 0.5']",['Ho'],"{'Ho': 2, 'Se': -2}"
AgI,20443,161582,AB,"[[3.834197, 0.0, 0.0], [0.0, 3.834197, 0.0], [0.0, 0.0, 3.834197]]","['Ag @ 0 0 0', 'I @ 0.5 0.5 0.5']",['Ag'],"{'Ag': 1, 'I': -1}"
ScN,22242,180830,AB,"[[2.775911, 0.0, 0.0], [0.0, 2.775911, 0.0], [0.0, 0.0, 2.775911]]","['N @ 0.5 0.5 0.5', 'Sc @ 0 0 0']",['Sc'],"{'Sc': 3, 'N': -3}"
NaH,6318,33670,AB,"[[2.350465, -2.350465, 0.0], [-2.350465, 0.0, -2.350465], [2.350465, 2.350465, 0.0]]","['H @ 0.5 0 0.5', 'Na @ 0 0 0']",['Na'],"{'Na': -1, 'H': 1}"
ScP,22243,180832,AB,"[[3.274966, 0.0, 0.0], [0.0, 3.274966, 0.0], [0.0, 0.0, 3.274966]]","['P @ 0.5 0.5 0.5', 'Sc @ 0 0 0']",['Sc'],"{'Sc': 3, 'P': -3}"
TbSb,8156,43602,AB,"[[3.109447, -3.109447, 0.0], [-3.109447, 0.0, -3.109447], [3.109447, 3.109447, 0.0]]","['Sb @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],"{'Tb': 3, 'Sb': -3}"
HoSb,8119,43544,AB,"[[3.083857, -3.083857, 0.0], [-3.083857, 0.0, -3.083857], [3.083857, 3.083857, 0.0]]","['Ho @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Ho'],"{'Ho': 3, 'Sb': -3}"
ZnO,20684,163382,AB,"[[2.66039, 0.0, 0.0], [0.0, 2.66039, 0.0], [0.0, 0.0, 2.66039]]","['O @ 0.5 0.5 0.5', 'Zn @ 0 0 0']",['Zn'],"{'Zn': 2, 'O': -2}"
SnP,14014,77786,AB,"[[2.793072, -2.793072, 0.0], [-2.793072, 0.0, -2.793072], [2.793072, 2.793072, 0.0]]","['P @ 0 0 0', 'Sn @ 0.5 0 0.5']",['Sn'],"{'Sn': 3, 'P': -3}"
HoTe,8123,43548,AB,"[[3.059374, -3.059374, 0.0], [-3.059374, 0.0, -3.059374], [3.059374, 3.059374, 0.0]]","['Ho @ 0 0 0', 'Te @ 0.5 0 0.5']",['Ho'],"{'Ho': 2, 'Te': -2}"
HgSe,4543,24175,AB,"[[3.109701, -3.109701, 0.0], [-3.109701, 0.0, -3.109701], [3.109701, 3.109701, 0.0]]","['Hg @ 0 0 0', 'Se @ 0.75 0.5 0.25']",['Hg'],"{'Hg': 2, 'Se': -2}"
CuO,11469,61323,AB,"[[2.091032, -2.091032, 0.0], [-2.091032, 0.0, -2.091032], [2.091032, 2.091032, 0.0]]","['Cu @ 0 0 0', 'O @ 0.5 0 0.5']",['Cu'],"{'Cu': 2, 'O': -2}"
CuN,20469,161756,AB,"[[2.20879, -2.20879, 0.0], [-2.20879, 0.0, -2.20879], [2.20879, 2.20879, 0.0]]","['Cu @ 0 0 0', 'N @ 0.75 0.5 0.25']",['Cu'],"{'Cu': 3, 'N': -3}"
HgS,4523,24094,AB,"[[2.994765, -2.994765, 0.0], [-2.994765, 0.0, -2.994765], [2.994765, 2.994765, 0.0]]","['Hg @ 0 0 0', 'S @ 0.75 0.5 0.25']",['Hg'],"{'Hg': 2, 'S': -2}"
ScP,17907,105584,AB,"[[2.656, -2.656, 0.0], [-2.656, 0.0, -2.656], [2.656, 2.656, 0.0]]","['P @ 0.5 0 0.5', 'Sc @ 0 0 0']",['Sc'],"{'Sc': 3, 'P': -3}"
AgCl,10182,56538,AB,"[[2.79438, -2.79438, 0.0], [-2.79438, 0.0, -2.79438], [2.79438, 2.79438, 0.0]]","['Ag @ 0 0 0', 'Cl @ 0.5 0 0.5']",['Ag'],"{'Ag': 1, 'Cl': -1}"
PbS,14034,77865,AB,"[[3.648754, 0.0, 0.0], [0.0, 3.648754, 0.0], [0.0, 0.0, 3.648754]]","['Pb @ 0 0 0', 'S @ 0.5 0.5 0.5']",['Pb'],"{'Pb': 2, 'S': -2}"
GdAs,8162,43634,AB,"[[2.938294, -2.938294, 0.0], [-2.938294, 0.0, -2.938294], [2.938294, 2.938294, 0.0]]","['As @ 0.5 0 0.5', 'Gd @ 0 0 0']",['Gd'],"{'Gd': 3, 'As': -3}"
ZnTe,17353,104196,AB,"[[3.068483, -3.068483, 0.0], [-3.068483, 0.0, -3.068483], [3.068483, 3.068483, 0.0]]","['Te @ 0.75 0.5 0.25', 'Zn @ 0 0 0']",['Zn'],"{'Zn': 2, 'Te': -2}"
TbAs,8155,43601,AB,"[[2.922587, -2.922587, 0.0], [-2.922587, 0.0, -2.922587], [2.922587, 2.922587, 0.0]]","['As @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],"{'Tb': 3, 'As': -3}"
TbTe,18147,106127,AB,"[[3.087053, -3.087053, 0.0], [-3.087053, 0.0, -3.087053], [3.087053, 3.087053, 0.0]]","['Tb @ 0 0 0', 'Te @ 0.5 0 0.5']",['Tb'],"{'Tb': 2, 'Te': -2}"
TiO,17898,105551,AB,"[[2.125829, -2.125829, 0.0], [-2.125829, 0.0, -2.125829], [2.125829, 2.125829, 0.0]]","['O @ 0.5 0 0.5', 'Ti @ 0 0 0']",['Ti'],"{'Ti': 2, 'O': -2}"
PrTe,14052,77936,AB,"[[3.898246, 0.0, 0.0], [0.0, 3.898246, 0.0], [0.0, 0.0, 3.898246]]","['Pr @ 0 0 0', 'Te @ 0.5 0.5 0.5']",['Pr'],"{'Pr': 2, 'Te': -2}"
GdSb,8163,43635,AB,"[[3.124312, -3.124312, 0.0], [-3.124312, 0.0, -3.124312], [3.124312, 3.124312, 0.0]]","['Gd @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Gd'],"{'Gd': 3, 'Sb': -3}"
NbS,13784,76564,AB,"[[3.306079, 0.0, 0.0], [-1.65304, 2.863246, 0.0], [0.0, 0.0, 3.323989]]","['Nb @ 0 0 0', 'S @ 0.333 0.667 0.5']",['Nb'],"{'Nb': 2, 'S': -2}"
PrSb,14051,77933,AB,"[[3.220935, -3.220935, 0.0], [-3.220935, 0.0, -3.220935], [3.220935, 3.220935, 0.0]]","['Pr @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Pr'],"{'Pr': 3, 'Sb': -3}"
NiN,20468,161755,AB,"[[2.152013, -2.152013, 0.0], [-2.152013, 0.0, -2.152013], [2.152013, 2.152013, 0.0]]","['N @ 0.75 0.5 0.25', 'Ni @ 0 0 0']",['Ni'],"{'Ni': 3, 'N': -3}"
MnSe,4578,24251,AB,"[[2.685064, -2.685064, 0.0], [-2.685064, 0.0, -2.685064], [2.685064, 2.685064, 0.0]]","['Mn @ 0 0 0', 'Se @ 0.5 0 0.5']",['Mn'],"{'Mn': 2, 'Se': -2}"
DySb,8165,43639,AB,"[[3.09646, -3.09646, 0.0], [-3.09646, 0.0, -3.09646], [3.09646, 3.09646, 0.0]]","['Dy @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Dy'],"{'Dy': 3, 'Sb': -3}"
MnSe,4579,24252,AB,"[[2.945184, -2.945184, 0.0], [-2.945184, 0.0, -2.945184], [2.945184, 2.945184, 0.0]]","['Mn @ 0 0 0', 'Se @ 0.75 0.5 0.25']",['Mn'],"{'Mn': 2, 'Se': -2}"
SnP,3311,16077,AB,"[[-3.863151, 0.0, 0.0], [0.0, -3.863151, 0.0], [1.931576, 1.931576, 3.047145]]","['P @ 0.43 0.43 0.86', 'Sn @ 0.998 0.998 0.996']",['Sn'],"{'Sn': 3, 'P': -3}"
DyAs,8164,43638,AB,"[[2.906972, -2.906972, 0.0], [-2.906972, 0.0, -2.906972], [2.906972, 2.906972, 0.0]]","['As @ 0.5 0 0.5', 'Dy @ 0 0 0']",['Dy'],"{'Dy': 3, 'As': -3}"
SrS,5624,28900,AB,"[[3.022693, -3.022693, 0.0], [-3.022693, 0.0, -3.022693], [3.022693, 3.022693, 0.0]]","['S @ 0.5 0 0.5', 'Sr @ 0 0 0']",['Sr'],"{'Sr': 2, 'S': -2}"
SrSe,5625,28901,AB,"[[3.141812, -3.141812, 0.0], [-3.141812, 0.0, -3.141812], [3.141812, 3.141812, 0.0]]","['Se @ 0.5 0 0.5', 'Sr @ 0 0 0']",['Sr'],"{'Sr': 2, 'Se': -2}"
CaS,5626,28902,AB,"[[2.849822, -2.849822, 0.0], [-2.849822, 0.0, -2.849822], [2.849822, 2.849822, 0.0]]","['Ca @ 0 0 0', 'S @ 0.5 0 0.5']",['Ca'],"{'Ca': 2, 'S': -2}"
TePb,14036,77882,AB,"[[3.970582, 0.0, 0.0], [0.0, 3.970582, 0.0], [0.0, 0.0, 3.970582]]","['Pb @ 0 0 0', 'Te @ 0.5 0.5 0.5']",['Pb'],"{'Pb': 2, 'Te': -2}"
MgS,5627,28903,AB,"[[2.605024, -2.605024, 0.0], [-2.605024, 0.0, -2.605024], [2.605024, 2.605024, 0.0]]","['Mg @ 0 0 0', 'S @ 0.5 0 0.5']",['Mg'],"{'Mg': 2, 'S': -2}"
CrN,6912,37412,AB,"[[2.061333, -2.061333, 0.0], [-2.061333, 0.0, -2.061333], [2.061333, 2.061333, 0.0]]","['Cr @ 0 0 0', 'N @ 0.5 0 0.5']",['Cr'],"{'Cr': 3, 'N': -3}"
PbSe,14035,77870,AB,"[[3.756529, 0.0, 0.0], [0.0, 3.756529, 0.0], [0.0, 0.0, 3.756529]]","['Pb @ 0 0 0', 'Se @ 0.5 0.5 0.5']",['Pb'],"{'Pb': 2, 'Se': -2}"
VO,5578,28681,AB,"[[2.211215, -2.211215, 0.0], [-2.211215, 0.0, -2.211215], [2.211215, 2.211215, 0.0]]","['O @ 0.5 0 0.5', 'V @ 0 0 0']",['V'],"{'V': 2, 'O': -2}"
BeO,20737,163820,AB,"[[1.899211, -1.899211, 0.0], [-1.899211, 0.0, -1.899211], [1.899211, 1.899211, 0.0]]","['Be @ 0 0 0', 'O @ 0.75 0.5 0.25']",['Be'],"{'Be': 2, 'O': -2}"
TbSe,8159,43605,AB,"[[2.88795, -2.88795, 0.0], [-2.88795, 0.0, -2.88795], [2.88795, 2.88795, 0.0]]","['Se @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],"{'Tb': 2, 'Se': -2}"
DyTe,8166,43640,AB,"[[3.072631, -3.072631, 0.0], [-3.072631, 0.0, -3.072631], [3.072631, 3.072631, 0.0]]","['Dy @ 0 0 0', 'Te @ 0.5 0 0.5']",['Dy'],"{'Dy': 2, 'Te': -2}"
ErAs,8167,43644,AB,"[[2.881003, -2.881003, 0.0], [-2.881003, 0.0, -2.881003], [2.881003, 2.881003, 0.0]]","['As @ 0.5 0 0.5', 'Er @ 0 0 0']",['Er'],"{'Er': 3, 'As': -3}"
NbN,1797,982,AB,"[[2.217283, -2.217283, 0.0], [-2.217283, 0.0, -2.217283], [2.217283, 2.217283, 0.0]]","['N @ 0.5 0 0.5', 'Nb @ 0 0 0']",['Nb'],"{'Nb': 3, 'N': -3}"
TaN,13762,76456,AB,"[[2.203545, -2.203545, 0.0], [-2.203545, 0.0, -2.203545], [2.203545, 2.203545, 0.0]]","['N @ 0 0 0', 'Ta @ 0.5 0 0.5']",['Ta'],"{'Ta': 3, 'N': -3}"
TmP,14025,77850,AB,"[[2.790027, -2.790027, 0.0], [-2.790027, 0.0, -2.790027], [2.790027, 2.790027, 0.0]]","['P @ 0.5 0 0.5', 'Tm @ 0 0 0']",['Tm'],"{'Tm': 3, 'P': -3}"
TbP,8154,43600,AB,"[[2.846871, -2.846871, 0.0], [-2.846871, 0.0, -2.846871], [2.846871, 2.846871, 0.0]]","['P @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],"{'Tb': 3, 'P': -3}"
HgTe,6117,31842,AB,"[[3.060923, -3.060923, 0.0], [-3.060923, 0.0, -3.060923], [3.060923, 3.060923, 0.0]]","['Hg @ 0 0 0', 'Te @ 0.5 0 0.5']",['Hg'],"{'Hg': 2, 'Te': -2}"
CsCl,4110,22173,AB,"[[4.157509, 0.0, 0.0], [0.0, 4.157509, 0.0], [0.0, 0.0, 4.157509]]","['Cl @ 0.5 0.5 0.5', 'Cs @ 0 0 0']",['Cs'],"{'Cs': 1, 'Cl': -1}"
TbS,8158,43604,AB,"[[2.773444, -2.773444, 0.0], [-2.773444, 0.0, -2.773444], [2.773444, 2.773444, 0.0]]","['S @ 0.5 0 0.5', 'Tb @ 0 0 0']",['Tb'],"{'Tb': 2, 'S': -2}"
ZnS,7652,41985,AB,"[[2.712497, -2.712497, 0.0], [-2.712497, 0.0, -2.712497], [2.712497, 2.712497, 0.0]]","['S @ 0.75 0.5 0.25', 'Zn @ 0 0 0']",['Zn'],"{'Zn': 2, 'S': -2}"
ErSb,8168,43645,AB,"[[3.072626, -3.072626, 0.0], [-3.072626, 0.0, -3.072626], [3.072626, 3.072626, 0.0]]","['Er @ 0 0 0', 'Sb @ 0.5 0 0.5']",['Er'],"{'Er': 3, 'Sb': -3}"
TmAs,8170,43647,AB,"[[2.869168, -2.869168, 0.0], [-2.869168, 0.0, -2.869168], [2.869168, 2.869168, 0.0]]","['As @ 0.5 0 0.5', 'Tm @ 0 0 0']",['Tm'],"{'Tm': 3, 'As': -3}"
ZrN,22285,181144,AB,"[[2.843685, 0.0, 0.0], [0.0, 2.843685, 0.0], [0.0, 0.0, 2.843685]]","['N @ 0.5 0.5 0.5', 'Zr @ 0 0 0']",['Zr'],"{'Zr': 3, 'N': -3}"
CsBr,4111,22174,AB,"[[4.335424, 0.0, 0.0], [0.0, 4.335424, 0.0], [0.0, 0.0, 4.335424]]","['Br @ 0.5 0.5 0.5', 'Cs @ 0 0 0']",['Cs'],"{'Cs': 1, 'Br': -1}"
ZrP,14032,77861,AB,"[[2.650642, -2.650642, 0.0], [-2.650642, 0.0, -2.650642], [2.650642, 2.650642, 0.0]]","['P @ 0 0 0', 'Zr @ 0.5 0 0.5']",['Zr'],"{'Zr': 3, 'P': -3}"
BaSe,8173,43655,AB,"[[3.331381, -3.331381, 0.0], [-3.331381, 0.0, -3.331381], [3.331381, 3.331381, 0.0]]","['Ba @ 0 0 0', 'Se @ 0.5 0 0.5']",['Ba'],"{'Ba': 2, 'Se': -2}"
MgS,20234,159401,AB,"[[2.839771, -2.839771, 0.0], [-2.839771, 0.0, -2.839771], [2.839771, 2.839771, 0.0]]","['Mg @ 0 0 0', 'S @ 0.75 0.5 0.25']",['Mg'],"{'Mg': 2, 'S': -2}"
MoN,20242,159440,AB,"[[2.696244, 0.0, 0.0], [0.0, 2.696244, 0.0], [0.0, 0.0, 2.696244]]","['Mo @ 0 0 0', 'N @ 0.5 0.5 0.5']",['Mo'],"{'Mo': 3, 'N': -3}"
MgO,2577,9863,AB,"[[2.099529, -2.099529, 0.0], [-2.099529, 0.0, -2.099529], [2.099529, 2.099529, 0.0]]","['Mg @ 0 0 0', 'O @ 0.5 0 0.5']",['Mg'],"{'Mg': 2, 'O': -2}"
MnO,2578,9864,AB,"[[2.230638, -2.230638, 0.0], [-2.230638, 0.0, -2.230638], [2.230638, 2.230638, 0.0]]","['Mn @ 0 0 0', 'O @ 0.5 0 0.5']",['Mn'],"{'Mn': 2, 'O': -2}"
NiO,2580,9866,AB,"[[2.083992, -2.083992, 0.0], [-2.083992, 0.0, -2.083992], [2.083992, 2.083992, 0.0]]","['Ni @ 0 0 0', 'O @ 0.5 0 0.5']",['Ni'],"{'Ni': 2, 'O': -2}"
HoP,8117,43542,AB,"[[2.817948, -2.817948, 0.0], [-2.817948, 0.0, -2.817948], [2.817948, 2.817948, 0.0]]","['Ho @ 0 0 0', 'P @ 0.5 0 0.5']",['Ho'],"{'Ho': 3, 'P': -3}"
ZnO,20685,163383,AB,"[[2.28872, -2.28872, 0.0], [-2.28872, 0.0, -2.28872], [2.28872, 2.28872, 0.0]]","['O @ 0.75 0.5 0.25', 'Zn @ 0 0 0']",['Zn'],"{'Zn': 2, 'O': -2}"
ZnTe,6116,31840,AB,"[[2.88181, -2.88181, 0.0], [-2.88181, 0.0, -2.88181], [2.88181, 2.88181, 0.0]]","['Te @ 0.5 0 0.5', 'Zn @ 0 0 0']",['Zn'],"{'Zn': 2, 'Te': -2}"
AgO,6628,35662,AB,"[[2.498627, -2.498627, 0.0], [-2.498627, 0.0, -2.498627], [2.498627, 2.498627, 0.0]]","['Ag @ 0 0 0', 'O @ 0.75 0.5 0.25']",['Ag'],"{'Ag': 2, 'O': -2}"
NiO,13807,76670,AB,"[[-1.704203, 0.0, 2.411201], [-2.556476, -1.478266, -2e-05], [2.556476, -1.478266, 2e-05]]","['Ni @ 0 0 0', 'O @ 0.5 0.5 0.5']",['Ni'],"{'Ni': 2, 'O': -2}"
MgTe,20235,159402,AB,"[[3.251545, -3.251545, 0.0], [-3.251545, 0.0, -3.251545], [3.251545, 3.251545, 0.0]]","['Mg @ 0 0 0', 'Te @ 0.75 0.5 0.25']",['Mg'],"{'Mg': 2, 'Te': -2}"
FeO,5404,27856,AB,"[[2.140158, -2.140158, 0.0], [-2.140158, 0.0, -2.140158], [2.140158, 2.140158, 0.0]]","['Fe @ 0 0 0', 'O @ 0.5 0 0.5']",['Fe'],"{'Fe': 2, 'O': -2}"
HoS,8121,43546,AB,"[[2.742949, -2.742949, 0.0], [-2.742949, 0.0, -2.742949], [2.742949, 2.742949, 0.0]]","['Ho @ 0 0 0', 'S @ 0.5 0 0.5']",['Ho'],"{'Ho': 2, 'S': -2}"
ZrS,18905,108732,AB,"[[2.621247, -2.621247, 0.0], [-2.621247, 0.0, -2.621247], [2.621247, 2.621247, 0.0]]","['S @ 0.5 0 0.5', 'Zr @ 0 0 0']",['Zr'],"{'Zr': 2, 'S': -2}"
HgTe,6119,31845,AB,"[[3.2983, -3.2983, 0.0], [-3.2983, 0.0, -3.2983], [3.2983, 3.2983, 0.0]]","['Hg @ 0 0 0', 'Te @ 0.75 0.5 0.25']",['Hg'],"{'Hg': 2, 'Te': -2}"
PdN,21508,169394,AB,"[[2.357944, -2.357944, 0.0], [-2.357944, 0.0, -2.357944], [2.357944, 2.357944, 0.0]]","['N @ 0.75 0.5 0.25', 'Pd @ 0 0 0']",['Pd'],"{'Pd': 3, 'N': -3}"
TlBr,11508,61519,AB,"[[3.320971, -3.320971, 0.0], [-3.320971, 0.0, -3.320971], [3.320971, 3.320971, 0.0]]","['Br @ 0.5 0 0.5', 'Tl @ 0 0 0']",['Tl'],"{'Tl': 1, 'Br': -1}"
AlP,4641,24490,AB,"[[2.750302, -2.750302, 0.0], [-2.750302, 0.0, -2.750302], [2.750302, 2.750302, 0.0]]","['Al @ 0 0 0', 'P @ 0.75 0.5 0.25']",['Al'],"{'Al': 3, 'P': -3}"
TmSb,8171,43648,AB,"[[3.063014, -3.063014, 0.0], [-3.063014, 0.0, -3.063014], [3.063014, 3.063014, 0.0]]","['Sb @ 0.5 0 0.5', 'Tm @ 0 0 0']",['Tm'],"{'Tm': 3, 'Sb': -3}"
PdN,21510,169396,AB,"[[2.763968, 0.0, 0.0], [0.0, 2.763968, 0.0], [0.0, 0.0, 2.763968]]","['N @ 0.5 0.5 0.5', 'Pd @ 0 0 0']",['Pd'],"{'Pd': 3, 'N': -3}"
ErTe,8169,43646,AB,"[[3.048915, -3.048915, 0.0], [-3.048915, 0.0, -3.048915], [3.048915, 3.048915, 0.0]]","['Er @ 0 0 0', 'Te @ 0.5 0 0.5']",['Er'],"{'Er': 2, 'Te': -2}"
RbI,11510,61523,AB,"[[4.46803, 0.0, 0.0], [0.0, 4.46803, 0.0], [0.0, 0.0, 4.46803]]","['I @ 0.5 0.5 0.5', 'Rb @ 0 0 0']",['Rb'],"{'Rb': 1, 'I': -1}"
ScS,4138,22238,AB,"[[2.604869, -2.604869, 0.0], [-2.604869, 0.0, -2.604869], [2.604869, 2.604869, 0.0]]","['S @ 0.5 0 0.5', 'Sc @ 0 0 0']",['Sc'],"{'Sc': 2, 'S': -2}"
TlCl,5677,29107,AB,"[[3.870866, 0.0, 0.0], [0.0, 3.870866, 0.0], [0.0, 0.0, 3.870866]]","['Cl @ 0.5 0.5 0.5', 'Tl @ 0 0 0']",['Tl'],"{'Tl': 1, 'Cl': -1}"
ZnO,6958,38222,AB,"[[2.145908, -2.145908, 0.0], [-2.145908, 0.0, -2.145908], [2.145908, 2.145908, 0.0]]","['O @ 0.5 0 0.5', 'Zn @ 0 0 0']",['Zn'],"{'Zn': 2, 'O': -2}"
LiCl,5166,26909,AB,"[[2.541108, -2.541108, 0.0], [-2.541108, 0.0, -2.541108], [2.541108, 2.541108, 0.0]]","['Cl @ 0.5 0 0.5', 'Li @ 0 0 0']",['Li'],"{'Li': 1, 'Cl': -1}"
InAs,4656,24518,AB,"[[3.072356, -3.072356, 0.0], [-3.072356, 0.0, -3.072356], [3.072356, 3.072356, 0.0]]","['As @ 0.75 0.5 0.25', 'In @ 0 0 0']",['In'],"{'In': 3, 'As': -3}"
LiBr,5426,27982,AB,"[[2.724661, -2.724661, 0.0], [-2.724661, 0.0, -2.724661], [2.724661, 2.724661, 0.0]]","['Br @ 0.5 0 0.5', 'Li @ 0 0 0']",['Li'],"{'Li': 1, 'Br': -1}"
LiI,5427,27983,AB,"[[2.974736, -2.974736, 0.0], [-2.974736, 0.0, -2.974736], [2.974736, 2.974736, 0.0]]","['I @ 0.5 0 0.5', 'Li @ 0 0 0']",['Li'],"{'Li': 1, 'I': -1}"
ErTe,30060,631186,AB,"[[3.048915, -3.048915, 0.0], [-3.048915, 0.0, -3.048915], [3.048915, 3.048915, 0.0]]","['Er @ 0 0 0', 'Te @ 0.5 0 0.5']",['Er'],"{'Er': 2, 'Te': -2}"
YN,6913,37413,AB,"[[2.447728, -2.447728, 0.0], [-2.447728, 0.0, -2.447728], [2.447728, 2.447728, 0.0]]","['N @ 0.5 0 0.5', 'Y @ 0 0 0']",['Y'],"{'Y': 3, 'N': -3}"
ScN,5176,26948,AB,"[[2.245197, -2.245197, 0.0], [-2.245197, 0.0, -2.245197], [2.245197, 2.245197, 0.0]]","['N @ 0.5 0 0.5', 'Sc @ 0 0 0']",['Sc'],"{'Sc': 3, 'N': -3}"
CrTe,22268,181056,AB,"[[3.110952, -3.110952, 0.0], [-3.110952, 0.0, -3.110952], [3.110952, 3.110952, 0.0]]","['Cr @ 0 0 0', 'Te @ 0.75 0.5 0.25']",['Cr'],"{'Cr': 2, 'Te': -2}"
KI,11511,61555,AB,"[[4.337709, 0.0, 0.0], [0.0, 4.337709, 0.0], [0.0, 0.0, 4.337709]]","['I @ 0.5 0.5 0.5', 'K @ 0 0 0']",['K'],"{'K': 1, 'I': -1}"
KBr,11512,61556,AB,"[[4.036402, 0.0, 0.0], [0.0, 4.036402, 0.0], [0.0, 0.0, 4.036402]]","['Br @ 0.5 0.5 0.5', 'K @ 0 0 0']",['K'],"{'K': 1, 'Br': -1}"
AlO,5632,28920,AB,"[[2.217875, -2.217875, 0.0], [-2.217875, 0.0, -2.217875], [2.217875, 2.217875, 0.0]]","['Al @ 0 0 0', 'O @ 0.5 0 0.5']",['Al'],"{'Al': 2, 'O': -2}"
NiO,8206,43740,AB,"[[-2.086626, 0.00231, -2.089176], [-2.086626, -2.089177, -0.000246], [-0.004859, 2.086622, 2.089176]]","['Ni @ 0 0 0', 'O @ 0.5 0.5 0.5']",['Ni'],"{'Ni': 2, 'O': -2}"
ZrN,5177,26950,AB,"[[2.29942, -2.29942, 0.0], [-2.29942, 0.0, -2.29942], [2.29942, 2.29942, 0.0]]","['N @ 0.5 0 0.5', 'Zr @ 0 0 0']",['Zr'],"{'Zr': 3, 'N': -3}"
LiF,7484,41409,AB,"[[1.981176, -1.981176, 0.0], [-1.981176, 0.0, -1.981176], [1.981176, 1.981176, 0.0]]","['F @ 0 0 0', 'Li @ 0.5 0 0.5']",['Li'],"{'Li': 1, 'F': -1}"
CaO,5181,26959,AB,"[[2.389, -2.389, 0.0], [-2.389, 0.0, -2.389], [2.389, 2.389, 0.0]]","['Ca @ 0 0 0', 'O @ 0.5 0 0.5']",['Ca'],"{'Ca': 2, 'O': -2}"
PbSe,6974,38294,AB,"[[3.0893, -3.0893, 0.0], [-3.0893, 0.0, -3.0893], [3.0893, 3.0893, 0.0]]","['Pb @ 0.5 0 0.5', 'Se @ 0 0 0']",['Pb'],"{'Pb': 2, 'Se': -2}"
YP,14029,77857,AB,"[[2.835336, -2.835336, 0.0], [-2.835336, 0.0, -2.835336], [2.835336, 2.835336, 0.0]]","['P @ 0.5 0 0.5', 'Y @ 0 0 0']",['Y'],"{'Y': 3, 'P': -3}"
PdO,5611,28837,AB,"[[2.79185, 0.0, 0.0], [0.0, 2.79185, 0.0], [0.0, 0.0, 2.797018]]","['O @ 0.5 0.5 0.5', 'Pd @ 0 0 0']",['Pd'],"{'Pd': 2, 'O': -2}"
CsF,11514,61563,AB,"[[3.528972, 0.0, 0.0], [0.0, 3.528972, 0.0], [0.0, 0.0, 3.528972]]","['Cs @ 0 0 0', 'F @ 0.5 0.5 0.5']",['Cs'],"{'Cs': 1, 'F': -1}"
CrH,29551,626118,AB,"[[1.882782, -1.882782, 0.0], [-1.882782, 0.0, -1.882782], [1.882782, 1.882782, 0.0]]","['Cr @ 0 0 0', 'H @ 0.5 0 0.5']",['Cr'],"{'Cr': -1, 'H': 1}"
